P37.8,P56,P58,P60,P61,P1,P2,F.EXPANSIÓN,P59.1,P59.2,P59.3,P59.4,P59.5,P59.6,P59.7,P59.8,P59.9
1,3,2,0,0,1,57,65.81390134529148,0,0,0,0,0,0,0,0,0
1,3,2,0,0,1,55,26.690265486725664,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,56,31.98051948051948,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,41,212.26854219948848,0,0,0,0,0,0,1,1,0
1,2,1,0,0,1,54,212.26854219948848,1,0,0,0,1,0,1,1,0
0,3,2,0,0,1,53,65.81390134529148,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,50,25.81578947368421,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,34,31.98051948051948,0,0,0,0,0,0,0,0,0
1,3,2,0,0,1,52,212.26854219948848,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,70,59.11851851851852,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,58,212.26854219948848,0,0,0,0,0,0,0,0,0
1,2,1,1,3,1,43,23.20769230769231,1,0,0,0,1,1,0,1,0
1,2,2,0,0,2,52,212.26854219948848,0,0,0,0,0,0,0,0,0
1,3,2,0,0,1,59,31.98051948051948,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,50,23.20769230769231,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,74,212.26854219948848,0,0,0,0,0,0,0,0,0
0,1,1,1,1,2,49,25.81578947368421,1,0,0,0,0,0,0,0,0
1,2,2,0,0,1,67,31.98051948051948,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,49,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,60,25.81578947368421,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,64,212.26854219948848,0,0,0,0,0,0,0,0,0
0,1,2,0,0,1,45,25.81578947368421,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,53,65.81390134529148,0,0,0,0,0,0,0,0,0
1,3,2,0,0,2,41,31.98051948051948,0,0,0,0,0,0,0,0,0
1,3,2,0,0,1,42,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,40,31.98051948051948,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,68,441.3291536050157,0,0,0,0,0,0,0,0,0
0,3,2,0,0,2,59,23.20769230769231,0,0,0,0,0,0,0,0,0
0,2,1,1,1,1,44,65.81390134529148,1,0,0,0,0,0,0,0,0
0,3,2,0,0,2,51,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,50,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,58,26.690265486725664,0,0,0,0,0,0,0,0,0
1,2,1,1,3,2,44,31.98051948051948,1,0,0,0,0,0,0,0,0
0,2,1,1,3,1,55,212.26854219948848,0,0,0,0,0,0,0,1,0
0,2,2,0,0,2,51,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,2,0,1,1,55,35.528301886792455,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,55,31.98051948051948,0,0,0,0,0,0,0,0,0
1,3,2,0,0,2,51,25.90625,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,45,59.11851851851852,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,51,441.3291536050157,0,0,0,0,0,0,0,0,0
1,3,2,0,0,1,66,23.20769230769231,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,62,59.11851851851852,0,0,0,0,0,0,0,0,0
0,3,2,0,0,2,57,25.81578947368421,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,55,26.690265486725664,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,51,26.690265486725664,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,63,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,68,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,50,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,34,59.11851851851852,0,0,0,0,0,0,0,0,0
1,3,2,0,0,1,47,212.26854219948848,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,69,65.81390134529148,0,0,0,0,0,0,0,0,0
1,3,2,0,0,2,53,65.81390134529148,0,0,0,0,0,0,0,0,0
0,3,2,0,3,2,51,35.528301886792455,0,0,0,0,0,0,0,0,0
0,1,2,0,0,1,50,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,1,0,0,2,42,212.26854219948848,0,1,0,0,0,0,0,0,0
0,2,2,0,0,1,60,26.690265486725664,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,58,31.98051948051948,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,36,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,48,25.81578947368421,0,0,0,0,0,0,0,0,0
0,1,2,0,0,1,47,441.3291536050157,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,50,59.11851851851852,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,48,65.81390134529148,0,0,0,0,0,0,0,0,0
1,3,2,0,0,1,47,23.20769230769231,0,0,0,0,0,0,0,0,0
1,1,2,0,0,1,44,212.26854219948848,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,47,59.11851851851852,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,39,441.3291536050157,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,39,23.20769230769231,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,50,59.11851851851852,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,64,23.20769230769231,0,0,0,0,0,0,0,0,0
0,2,1,1,4,1,43,441.3291536050157,1,0,0,0,0,0,0,0,0
0,2,2,0,0,1,49,212.26854219948848,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,31,31.98051948051948,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,64,26.690265486725664,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,42,59.11851851851852,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,51,59.11851851851852,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,55,25.90625,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,44,31.98051948051948,0,0,0,0,0,0,0,0,0
1,2,1,1,3,2,34,26.690265486725664,1,0,0,0,0,0,0,0,0
0,2,2,0,0,1,60,26.690265486725664,0,0,0,0,0,0,0,0,0
0,2,1,1,4,1,48,65.81390134529148,0,1,0,0,0,0,1,0,0
0,2,2,0,0,1,30,31.98051948051948,0,0,0,0,0,0,0,0,0
1,3,2,0,0,1,58,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,64,26.690265486725664,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,45,59.11851851851852,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,40,65.81390134529148,0,0,0,0,0,0,0,0,0
0,1,2,0,0,1,34,59.11851851851852,0,0,0,0,0,0,0,0,0
0,2,1,0,0,1,43,65.81390134529148,0,0,1,0,0,0,0,0,0
0,2,1,0,0,1,61,212.26854219948848,1,0,0,0,0,0,0,0,0
0,2,1,0,0,2,40,212.26854219948848,1,1,0,0,0,1,1,1,0
1,2,2,0,0,1,51,31.98051948051948,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,42,35.528301886792455,0,0,0,0,0,0,0,0,0
0,3,2,0,0,2,40,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,65,31.98051948051948,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,54,441.3291536050157,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,47,441.3291536050157,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,42,31.98051948051948,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,33,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,50,441.3291536050157,0,0,0,0,0,0,0,0,0
0,1,2,0,0,2,62,212.26854219948848,0,0,0,0,0,0,0,0,0
1,3,2,0,0,2,55,59.11851851851852,0,0,0,0,0,0,0,0,0
1,2,1,1,3,1,63,212.26854219948848,0,0,0,0,1,0,0,0,0
0,2,2,0,0,1,60,212.26854219948848,0,0,0,0,0,0,0,0,0
1,3,2,0,0,1,44,37.8,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,35,59.11851851851852,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,42,23.20769230769231,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,55,23.20769230769231,0,0,0,0,0,0,0,0,0
0,1,2,0,0,1,38,23.20769230769231,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,49,65.81390134529148,0,0,0,0,0,0,0,0,0
0,3,2,0,0,2,48,59.11851851851852,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,54,59.11851851851852,0,0,0,0,0,0,0,0,0
0,1,2,0,0,1,50,23.20769230769231,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,36,23.20769230769231,0,0,0,0,0,0,0,0,0
0,2,1,1,4,1,44,35.528301886792455,1,0,0,0,0,0,0,0,0
1,3,2,0,0,1,37,26.690265486725664,0,0,0,0,0,0,0,0,0
1,3,2,0,0,1,39,31.98051948051948,0,0,0,0,0,0,0,0,0
1,3,2,0,0,1,51,25.90625,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,47,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,62,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,52,31.98051948051948,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,53,25.90625,0,0,0,0,0,0,0,0,0
1,3,2,0,0,1,59,23.20769230769231,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,50,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,1,1,5,1,40,31.98051948051948,1,0,0,0,0,0,0,0,0
0,2,2,0,0,2,48,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,52,212.26854219948848,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,43,23.20769230769231,0,0,0,0,0,0,0,0,0
1,3,2,0,0,1,50,31.98051948051948,0,0,0,0,0,0,0,0,0
0,3,2,0,0,2,31,31.98051948051948,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,54,26.690265486725664,0,0,0,0,0,0,0,0,0
1,3,2,0,0,1,45,59.11851851851852,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,55,59.11851851851852,0,0,0,0,0,0,0,0,0
1,2,1,1,3,2,38,23.20769230769231,1,0,0,0,0,1,0,0,0
0,3,2,0,0,1,65,35.528301886792455,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,52,31.98051948051948,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,44,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,66,35.528301886792455,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,56,212.26854219948848,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,59,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,1,0,0,2,40,212.26854219948848,0,1,0,0,0,0,0,0,0
0,2,2,0,0,2,53,59.11851851851852,0,0,0,0,0,0,0,0,0
0,2,1,0,0,1,64,59.11851851851852,1,0,0,0,0,0,0,0,0
0,2,2,0,0,2,70,35.528301886792455,0,0,0,0,0,0,0,0,0
1,2,1,1,1,1,50,59.11851851851852,0,0,0,0,0,1,0,0,0
0,2,2,0,0,1,56,65.81390134529148,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,50,441.3291536050157,0,0,0,0,0,0,0,0,0
0,3,2,0,0,2,56,65.81390134529148,0,0,0,0,0,0,0,0,0
1,3,2,0,0,1,71,23.20769230769231,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,65,25.90625,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,51,441.3291536050157,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,50,26.690265486725664,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,41,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,50,26.690265486725664,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,66,25.81578947368421,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,32,65.81390134529148,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,62,31.98051948051948,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,56,23.20769230769231,0,0,0,0,0,0,0,0,0
1,3,2,0,0,1,50,59.11851851851852,0,0,0,0,0,0,0,0,0
0,3,2,0,0,2,40,65.81390134529148,0,0,0,0,0,0,0,0,0
1,1,2,0,0,1,44,25.81578947368421,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,59,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,40,23.20769230769231,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,74,59.11851851851852,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,50,212.26854219948848,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,55,212.26854219948848,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,52,59.11851851851852,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,63,212.26854219948848,0,0,0,0,0,0,0,0,0
0,1,2,0,0,1,58,31.98051948051948,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,52,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,1,1,4,1,40,23.20769230769231,0,1,0,1,1,0,0,0,0
0,2,2,0,0,1,33,25.81578947368421,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,45,26.690265486725664,0,0,0,0,0,0,0,0,0
0,2,1,1,4,1,50,65.81390134529148,1,0,0,0,0,0,0,0,0
1,1,2,0,0,1,59,31.98051948051948,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,49,31.98051948051948,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,60,23.20769230769231,0,0,0,0,0,0,0,0,0
1,2,1,1,4,2,38,65.81390134529148,1,0,0,0,0,1,1,1,0
0,2,2,0,0,1,49,65.81390134529148,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,50,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,35,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,45,26.690265486725664,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,39,65.81390134529148,1,0,0,0,1,0,0,0,0
1,2,2,0,0,2,56,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,1,0,0,2,40,31.98051948051948,0,0,1,0,0,0,0,0,0
0,3,1,0,0,1,58,441.3291536050157,1,0,0,0,0,0,0,0,0
0,2,1,0,0,1,55,65.81390134529148,1,0,0,0,0,0,0,0,0
0,3,2,0,0,1,42,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,49,441.3291536050157,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,53,23.20769230769231,0,0,0,0,0,0,0,0,0
0,3,2,0,0,2,67,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,1,1,4,1,64,35.528301886792455,0,1,1,0,1,1,0,0,0
0,2,2,0,0,1,40,441.3291536050157,0,0,0,0,0,0,0,0,0
1,3,2,0,0,1,44,31.98051948051948,0,0,0,0,0,0,0,0,0
0,3,2,0,0,2,43,441.3291536050157,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,48,26.690265486725664,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,47,31.98051948051948,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,62,23.20769230769231,0,0,0,0,0,0,0,0,0
0,2,1,0,0,1,70,212.26854219948848,1,1,0,0,1,0,0,0,0
1,3,2,0,0,1,48,23.20769230769231,0,0,0,0,0,0,0,0,0
1,3,2,0,0,1,54,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,38,441.3291536050157,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,71,441.3291536050157,0,0,0,0,0,0,0,0,0
1,2,1,1,3,2,45,25.81578947368421,1,0,0,0,1,0,0,0,0
0,3,1,1,3,1,54,212.26854219948848,1,0,0,0,0,1,1,0,0
1,2,2,0,0,1,59,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,5,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,45,23.20769230769231,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,58,31.98051948051948,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,52,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,46,59.11851851851852,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,41,441.3291536050157,0,0,0,0,0,0,0,0,0
0,2,1,0,0,2,37,65.81390134529148,1,0,0,0,0,0,0,0,0
1,3,2,0,0,2,40,23.20769230769231,0,0,0,0,0,0,0,0,0
1,2,1,1,1,1,62,59.11851851851852,1,0,0,0,0,0,0,0,0
0,2,2,0,0,1,57,441.3291536050157,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,49,212.26854219948848,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,39,31.98051948051948,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,50,31.98051948051948,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,42,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,50,31.98051948051948,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,50,59.11851851851852,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,41,212.26854219948848,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,46,59.11851851851852,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,51,23.20769230769231,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,45,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,50,31.98051948051948,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,28,23.20769230769231,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,55,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,48,26.690265486725664,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,42,26.690265486725664,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,40,23.20769230769231,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,25,441.3291536050157,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,32,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,58,212.26854219948848,1,0,0,0,0,0,0,1,0
0,3,2,0,0,1,50,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,35,441.3291536050157,0,0,0,0,0,0,0,0,0
1,3,2,0,0,1,49,35.528301886792455,0,0,0,0,0,0,0,0,0
1,3,2,0,0,1,32,35.528301886792455,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,57,26.690265486725664,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,55,23.20769230769231,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,60,65.81390134529148,1,1,0,0,0,0,0,0,0
1,2,2,0,0,1,53,441.3291536050157,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,38,212.26854219948848,1,0,0,0,0,0,0,0,0
0,2,1,0,0,2,39,65.81390134529148,1,0,0,0,0,0,0,0,0
1,3,2,0,0,1,50,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,38,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,48,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,52,23.20769230769231,0,0,0,0,0,0,0,0,0
0,3,2,0,0,2,68,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,60,31.98051948051948,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,40,441.3291536050157,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,42,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,1,0,0,2,41,212.26854219948848,1,0,0,0,0,0,0,0,0
0,2,2,0,0,1,64,26.690265486725664,0,0,0,0,0,0,0,0,0
0,2,1,1,3,2,27,31.98051948051948,1,0,0,0,0,0,0,0,0
1,2,2,0,0,2,73,212.26854219948848,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,51,31.98051948051948,1,0,0,1,0,0,0,1,0
1,2,2,0,0,2,44,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,26,59.11851851851852,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,46,26.690265486725664,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,24,441.3291536050157,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,47,212.26854219948848,1,0,0,0,0,0,0,0,0
0,2,2,0,0,2,24,59.11851851851852,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,34,441.3291536050157,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,39,65.81390134529148,0,0,0,0,0,0,0,0,0
0,1,2,0,0,1,55,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,36,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,1,1,1,1,33,31.98051948051948,1,0,1,0,0,0,0,0,0
0,1,2,0,0,1,51,59.11851851851852,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,47,23.20769230769231,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,58,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,38,26.690265486725664,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,54,23.20769230769231,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,43,23.20769230769231,0,0,0,0,0,0,0,0,0
0,3,1,0,0,1,30,212.26854219948848,1,0,0,0,1,1,0,0,0
0,2,2,0,0,2,39,31.98051948051948,0,0,0,0,0,0,0,0,0
0,2,1,0,0,2,36,441.3291536050157,1,0,0,0,0,0,0,0,0
0,2,2,0,0,1,45,26.690265486725664,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,44,59.11851851851852,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,54,65.81390134529148,0,0,0,0,0,0,0,0,0
1,3,2,0,0,2,40,212.26854219948848,0,0,0,0,0,0,0,0,0
1,3,1,0,0,1,47,59.11851851851852,1,0,0,0,0,0,0,0,0
0,2,2,0,0,2,64,441.3291536050157,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,43,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,1,0,0,1,45,441.3291536050157,0,1,0,0,0,0,0,0,0
0,3,2,0,0,1,40,26.690265486725664,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,54,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,56,31.98051948051948,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,53,23.20769230769231,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,50,59.11851851851852,0,0,0,0,0,0,0,0,0
0,2,1,0,0,1,51,65.81390134529148,1,0,0,0,1,1,1,1,0
0,3,2,0,0,1,46,212.26854219948848,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,57,31.98051948051948,0,0,0,0,0,0,0,0,0
0,3,2,0,0,2,38,31.98051948051948,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,48,441.3291536050157,0,0,0,0,0,0,0,0,0
0,2,1,1,1,2,44,23.20769230769231,0,1,0,0,0,0,0,0,0
1,2,2,0,0,1,34,65.81390134529148,0,0,0,0,0,0,0,0,0
0,3,2,0,0,2,36,31.98051948051948,0,0,0,0,0,0,0,0,0
1,3,1,0,0,1,42,23.20769230769231,1,0,0,0,0,0,0,0,0
0,3,2,0,0,1,63,25.90625,0,0,0,0,0,0,0,0,0
0,2,1,0,0,2,50,65.81390134529148,1,0,0,0,0,1,0,0,0
0,1,2,0,0,1,35,441.3291536050157,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,53,59.11851851851852,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,50,26.690265486725664,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,60,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,1,1,3,2,49,212.26854219948848,1,0,1,0,0,0,0,1,0
1,2,2,0,0,1,30,26.690265486725664,0,0,0,0,0,0,0,0,0
1,3,1,0,0,2,38,65.81390134529148,1,0,0,0,0,0,0,0,0
1,3,2,0,0,1,67,26.690265486725664,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,47,65.81390134529148,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,50,59.11851851851852,0,0,0,0,0,0,0,0,0
0,3,2,0,0,2,35,441.3291536050157,0,0,0,0,0,0,0,0,0
1,3,2,0,0,2,62,23.20769230769231,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,39,65.81390134529148,0,0,0,0,0,0,0,0,0
1,3,1,1,4,1,33,23.20769230769231,0,0,0,1,0,0,0,0,0
1,2,2,0,0,2,57,212.26854219948848,0,0,0,0,0,0,0,0,0
1,2,1,1,4,1,34,212.26854219948848,1,1,0,0,0,0,1,0,0
1,2,2,0,0,1,51,212.26854219948848,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,56,59.11851851851852,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,40,23.20769230769231,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,49,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,59,23.20769230769231,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,28,23.20769230769231,0,0,0,0,0,1,0,0,0
0,3,2,0,0,1,32,23.20769230769231,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,64,59.11851851851852,0,0,0,0,0,0,0,0,0
0,1,2,0,0,1,48,441.3291536050157,0,0,0,0,0,0,0,0,0
1,2,1,1,3,2,27,25.81578947368421,1,0,0,0,0,0,0,1,0
0,3,2,0,0,1,61,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,66,65.81390134529148,0,0,0,0,0,0,0,0,0
0,1,2,0,0,2,58,441.3291536050157,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,47,26.690265486725664,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,47,25.81578947368421,0,0,0,0,0,0,0,0,0
1,3,2,0,0,2,31,212.26854219948848,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,58,31.98051948051948,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,60,441.3291536050157,0,0,0,0,0,0,0,0,0
0,2,1,1,3,1,52,31.98051948051948,1,0,0,0,0,0,0,0,0
1,3,2,0,0,2,30,441.3291536050157,0,0,0,0,0,0,0,0,0
0,3,2,0,0,2,45,26.690265486725664,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,39,441.3291536050157,0,0,0,0,0,0,0,0,0
0,2,1,1,4,2,47,23.20769230769231,1,0,0,0,0,1,0,1,0
1,3,2,0,0,2,20,23.20769230769231,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,51,65.81390134529148,0,0,0,0,0,0,0,0,0
0,1,1,1,4,1,57,37.8,1,0,1,0,0,0,0,0,0
0,3,2,0,0,1,42,59.11851851851852,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,44,23.20769230769231,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,31,35.528301886792455,0,0,0,0,0,0,0,0,0
0,2,1,1,1,1,39,26.690265486725664,1,0,1,0,1,0,0,0,0
0,2,2,0,0,1,40,25.81578947368421,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,53,26.690265486725664,0,0,0,0,0,0,0,0,0
