P37.8,P56,P58,P60,P61,P1,P2,F.EXPANSIÓN,P59.1,P59.2,P59.3,P59.4,P59.5,P59.6,P59.7,P59.8,P59.9
0,2,2,0,0,1,38,26.690265486725664,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,50,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,45,26.690265486725664,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,41,26.690265486725664,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,59,23.20769230769231,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,60,441.3291536050157,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,53,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,65,25.90625,0,0,0,0,0,0,0,0,0
0,2,1,1,1,2,46,65.81390134529148,1,0,0,0,0,0,0,0,0
1,2,2,0,0,2,39,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,51,31.98051948051948,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,45,31.98051948051948,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,53,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,37,59.11851851851852,0,0,0,0,0,0,0,0,0
0,3,1,0,3,1,30,25.81578947368421,1,0,0,0,0,0,0,0,0
1,3,2,0,0,1,37,441.3291536050157,0,0,0,0,0,0,0,0,0
0,2,1,1,4,2,43,31.98051948051948,1,0,0,0,0,0,0,0,0
1,2,2,0,0,1,58,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,47,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,40,441.3291536050157,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,32,441.3291536050157,0,0,0,0,0,0,0,0,0
1,3,2,0,0,1,53,65.81390134529148,0,0,0,0,0,0,0,0,0
1,3,2,0,0,1,44,25.81578947368421,0,0,0,0,0,0,0,0,0
0,2,1,1,4,1,35,23.20769230769231,0,0,1,1,0,0,0,0,0
0,3,2,0,0,2,39,31.98051948051948,0,0,0,0,0,0,0,0,0
0,2,1,0,0,1,36,31.98051948051948,1,0,1,0,1,0,0,0,0
0,3,2,0,0,1,45,35.528301886792455,0,0,0,0,0,0,0,0,0
1,3,2,0,0,1,48,59.11851851851852,0,0,0,0,0,0,0,0,0
1,3,2,0,0,2,55,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,56,26.690265486725664,0,0,0,0,0,0,0,0,0
1,2,1,1,1,2,46,441.3291536050157,1,0,0,0,0,0,0,0,0
0,2,1,1,5,2,65,65.81390134529148,0,0,0,1,0,0,0,0,0
1,2,2,0,0,1,37,31.98051948051948,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,40,441.3291536050157,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,50,26.690265486725664,0,0,0,0,0,0,0,0,0
1,3,2,0,0,1,50,26.690265486725664,0,0,0,0,0,0,0,0,0
0,3,2,0,0,2,56,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,63,212.26854219948848,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,72,31.98051948051948,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,40,23.20769230769231,0,0,0,0,0,0,0,0,0
1,3,2,0,0,2,60,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,31,441.3291536050157,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,54,23.20769230769231,0,0,0,0,0,0,0,0,0
0,2,1,1,3,1,53,25.90625,1,0,0,0,0,1,0,0,0
0,1,2,0,0,1,49,441.3291536050157,0,0,0,0,0,0,0,0,0
0,3,2,0,0,2,40,26.690265486725664,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,53,441.3291536050157,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,50,26.690265486725664,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,59,441.3291536050157,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,52,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,1,1,3,1,33,31.98051948051948,1,1,0,0,0,1,0,0,0
0,3,2,0,0,1,37,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,60,441.3291536050157,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,32,23.20769230769231,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,43,23.20769230769231,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,40,59.11851851851852,1,0,0,0,0,0,0,1,0
0,1,2,0,0,1,37,441.3291536050157,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,53,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,51,212.26854219948848,0,0,0,0,0,0,0,0,0
0,1,2,0,3,1,45,25.90625,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,38,65.81390134529148,0,0,0,0,0,0,0,0,0
1,3,2,0,0,1,51,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,60,65.81390134529148,0,0,0,0,0,0,0,0,0
0,3,2,0,0,2,69,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,53,59.11851851851852,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,46,441.3291536050157,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,60,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,46,441.3291536050157,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,53,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,57,212.26854219948848,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,38,35.528301886792455,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,39,31.98051948051948,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,57,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,62,26.690265486725664,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,45,441.3291536050157,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,33,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,1,0,0,1,38,65.81390134529148,1,0,0,0,0,0,0,0,0
0,2,2,0,0,1,48,31.98051948051948,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,48,441.3291536050157,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,46,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,1,1,3,1,58,31.98051948051948,0,1,0,0,0,0,0,0,0
1,3,2,0,0,1,61,31.98051948051948,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,39,212.26854219948848,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,41,65.81390134529148,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,44,23.20769230769231,0,0,0,0,0,0,0,0,0
0,3,2,0,0,2,59,212.26854219948848,0,0,0,0,0,0,0,0,0
1,3,2,0,0,2,50,26.690265486725664,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,33,441.3291536050157,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,41,31.98051948051948,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,41,212.26854219948848,0,0,0,0,0,0,0,0,0
1,3,1,1,4,1,43,31.98051948051948,0,0,0,0,1,0,0,0,0
0,2,2,0,0,1,42,23.20769230769231,0,0,0,0,0,0,0,0,0
0,3,1,1,4,1,60,59.11851851851852,1,0,0,0,0,0,0,0,0
1,2,2,0,0,1,49,441.3291536050157,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,45,441.3291536050157,0,0,0,0,0,0,0,0,0
0,3,2,0,0,2,48,31.98051948051948,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,42,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,41,441.3291536050157,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,31,441.3291536050157,0,0,0,0,0,0,0,0,0
1,2,1,1,3,1,61,26.690265486725664,1,0,0,0,0,0,1,1,0
1,2,2,0,0,2,37,23.20769230769231,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,58,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,1,1,3,2,55,31.98051948051948,0,1,1,0,0,0,1,1,0
0,1,2,0,0,1,36,25.81578947368421,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,56,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,44,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,1,1,3,2,64,441.3291536050157,1,0,0,0,0,0,0,0,0
1,2,2,0,0,2,61,441.3291536050157,0,0,0,0,0,0,0,0,0
1,3,2,0,0,2,51,212.26854219948848,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,52,59.11851851851852,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,61,35.528301886792455,0,0,0,0,0,0,0,0,0
0,2,1,1,4,1,50,26.690265486725664,1,0,0,0,0,0,0,0,0
1,2,2,0,0,2,60,212.26854219948848,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,53,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,1,1,3,1,28,65.81390134529148,1,1,0,0,0,0,0,0,0
0,2,2,0,0,1,33,23.20769230769231,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,45,441.3291536050157,0,0,0,0,0,0,0,0,0
1,2,1,1,3,1,39,23.20769230769231,1,0,0,0,0,1,0,0,0
0,2,2,0,0,1,48,65.81390134529148,0,0,0,0,0,0,0,0,0
0,3,1,0,0,1,36,65.81390134529148,0,0,0,0,0,1,0,0,0
0,2,1,1,1,1,30,23.20769230769231,1,0,1,0,1,0,0,0,0
0,3,2,0,0,1,55,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,38,26.690265486725664,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,42,441.3291536050157,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,29,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,50,212.26854219948848,0,0,0,0,0,0,0,0,0
1,3,1,1,3,1,41,212.26854219948848,1,0,1,0,0,0,0,0,0
1,3,2,0,0,2,65,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,1,1,4,1,38,31.98051948051948,1,0,1,0,0,0,0,0,0
0,1,2,0,0,1,39,65.81390134529148,0,0,0,0,0,0,0,0,0
1,1,2,0,0,2,55,65.81390134529148,0,0,0,0,0,0,0,0,0
0,1,2,0,0,2,43,59.11851851851852,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,54,65.81390134529148,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,45,35.528301886792455,0,0,0,0,0,0,0,0,0
0,2,1,0,0,2,45,35.528301886792455,1,0,0,0,0,1,0,0,0
0,2,2,0,0,1,34,35.528301886792455,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,33,212.26854219948848,0,0,0,0,0,0,0,0,0
1,2,1,1,3,2,57,25.81578947368421,1,0,0,1,0,1,1,0,0
1,2,2,0,0,1,33,65.81390134529148,0,0,0,0,0,0,0,0,0
0,3,2,0,0,2,54,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,1,1,3,1,54,59.11851851851852,1,0,0,0,0,0,0,0,0
0,3,2,0,0,1,33,65.81390134529148,0,0,0,0,0,0,0,0,0
1,3,1,0,0,1,62,31.98051948051948,1,0,0,0,0,0,0,0,0
0,2,2,0,0,1,50,59.11851851851852,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,59,441.3291536050157,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,52,26.690265486725664,0,0,0,0,0,0,0,0,0
1,2,1,0,0,1,47,65.81390134529148,1,0,0,0,0,0,0,0,0
0,3,2,0,0,1,60,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,55,26.690265486725664,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,52,441.3291536050157,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,41,31.98051948051948,0,0,0,0,0,0,0,0,0
0,2,1,0,0,1,36,31.98051948051948,0,1,0,0,0,0,0,0,0
0,2,2,0,0,2,65,441.3291536050157,0,0,0,0,0,0,0,0,0
0,2,2,0,1,2,48,26.690265486725664,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,52,212.26854219948848,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,41,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,52,59.11851851851852,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,28,212.26854219948848,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,50,59.11851851851852,0,0,0,0,0,0,0,0,0
1,3,2,0,0,2,34,441.3291536050157,0,0,0,0,0,0,0,0,0
0,3,2,0,0,2,43,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,52,212.26854219948848,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,38,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,66,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,28,65.81390134529148,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,39,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,1,1,4,1,36,35.528301886792455,1,0,0,0,0,0,0,0,0
1,1,2,0,0,2,44,31.98051948051948,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,60,59.11851851851852,0,0,0,0,0,0,0,0,0
1,3,2,0,0,1,36,26.690265486725664,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,41,31.98051948051948,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,62,23.20769230769231,0,0,0,0,0,0,0,0,0
0,2,1,1,1,1,50,35.528301886792455,1,0,0,0,0,0,0,0,0
0,3,1,1,4,2,46,31.98051948051948,1,0,0,0,0,0,0,0,0
0,3,2,0,0,1,49,212.26854219948848,0,0,0,0,0,0,0,0,0
1,3,2,0,0,2,33,441.3291536050157,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,32,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,52,31.98051948051948,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,40,441.3291536050157,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,46,35.528301886792455,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,39,59.11851851851852,0,0,0,0,0,0,0,0,0
0,1,1,1,4,1,53,35.528301886792455,0,0,1,0,0,0,0,0,0
1,2,1,1,3,1,40,31.98051948051948,1,0,0,0,0,1,0,0,0
1,3,2,0,0,1,46,441.3291536050157,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,68,31.98051948051948,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,69,441.3291536050157,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,64,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,46,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,57,59.11851851851852,0,0,0,0,0,0,0,0,0
0,3,1,1,3,1,50,59.11851851851852,1,0,0,0,0,0,0,0,0
1,2,2,0,0,2,67,23.20769230769231,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,19,65.81390134529148,0,0,0,0,0,0,0,0,0
1,3,2,0,1,1,61,26.690265486725664,0,1,0,0,0,1,0,0,0
0,2,2,0,0,2,63,212.26854219948848,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,55,23.20769230769231,0,0,0,0,0,0,0,0,0
0,2,1,1,3,1,60,212.26854219948848,1,0,0,0,0,0,0,1,0
0,2,2,0,0,1,77,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,38,65.81390134529148,0,0,0,0,0,0,0,0,0
0,3,2,0,0,2,40,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,47,26.690265486725664,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,60,59.11851851851852,0,0,0,0,0,0,0,0,0
0,3,2,0,0,2,44,212.26854219948848,0,0,0,0,0,0,0,0,0
1,2,1,1,1,1,52,65.81390134529148,1,1,0,0,0,0,0,0,0
0,2,2,0,0,2,44,59.11851851851852,0,0,0,0,0,0,0,0,0
1,3,2,0,0,1,37,59.11851851851852,0,0,0,0,0,0,0,0,0
0,1,2,0,0,2,66,212.26854219948848,0,0,0,0,0,0,0,0,0
1,2,1,0,0,2,57,212.26854219948848,0,0,1,0,0,0,0,0,0
1,2,1,1,3,1,31,31.98051948051948,1,0,0,0,0,0,1,1,0
0,2,2,0,0,1,35,212.26854219948848,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,33,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,73,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,54,23.20769230769231,0,0,0,0,0,0,0,0,0
0,1,2,0,0,1,35,441.3291536050157,0,0,0,0,0,0,0,0,0
0,1,2,0,0,1,72,31.98051948051948,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,55,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,34,65.81390134529148,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,40,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,65,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,49,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,60,59.11851851851852,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,46,441.3291536050157,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,42,212.26854219948848,0,0,0,0,0,0,0,0,0
1,1,2,0,0,1,47,59.11851851851852,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,51,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,35,59.11851851851852,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,40,25.90625,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,69,441.3291536050157,0,0,0,0,0,0,0,0,0
0,3,1,0,0,1,62,23.20769230769231,0,0,0,0,0,0,1,0,0
0,2,2,0,0,1,52,212.26854219948848,0,0,0,0,0,0,0,0,0
0,1,2,0,0,1,41,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,1,1,3,1,33,212.26854219948848,1,0,0,0,0,1,1,0,0
0,2,2,0,0,2,57,212.26854219948848,0,0,0,0,0,0,0,0,0
1,2,1,1,3,1,47,26.690265486725664,1,0,0,0,0,1,0,1,0
0,2,2,0,0,1,62,441.3291536050157,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,50,31.98051948051948,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,45,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,40,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,42,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,36,23.20769230769231,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,42,59.11851851851852,0,0,0,0,0,0,0,0,0
0,2,1,1,3,2,53,212.26854219948848,0,0,0,0,0,1,0,0,0
1,2,1,0,0,2,61,212.26854219948848,1,0,0,0,0,0,0,0,0
1,3,2,0,0,2,40,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,42,212.26854219948848,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,47,212.26854219948848,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,57,35.528301886792455,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,45,65.81390134529148,0,0,0,0,0,0,0,0,0
0,1,2,0,0,1,40,59.11851851851852,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,37,441.3291536050157,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,50,441.3291536050157,0,0,0,0,0,0,0,0,0
0,3,1,0,0,2,43,59.11851851851852,0,0,0,0,0,1,0,0,0
1,2,1,1,4,2,42,441.3291536050157,1,1,0,0,0,0,0,1,0
0,2,2,0,0,1,56,212.26854219948848,0,0,0,0,0,0,0,0,0
0,1,2,0,0,1,60,25.90625,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,56,441.3291536050157,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,45,65.81390134529148,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,30,441.3291536050157,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,58,441.3291536050157,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,41,441.3291536050157,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,43,26.690265486725664,0,0,0,0,0,0,0,0,0
0,3,2,0,0,2,30,441.3291536050157,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,48,212.26854219948848,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,50,26.690265486725664,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,31,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,68,65.81390134529148,0,0,0,0,0,0,0,0,0
0,1,2,0,0,1,56,26.690265486725664,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,60,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,1,1,3,1,49,25.81578947368421,1,0,0,0,1,0,0,0,0
0,2,2,0,0,1,40,441.3291536050157,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,52,441.3291536050157,0,0,0,0,0,0,0,0,0
1,3,2,0,0,1,63,26.690265486725664,0,0,0,0,0,0,0,0,0
1,2,1,0,0,2,52,26.690265486725664,1,1,0,0,0,0,0,0,0
0,3,2,0,0,1,57,441.3291536050157,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,41,35.528301886792455,0,0,0,0,0,0,0,0,0
1,3,2,0,0,2,62,212.26854219948848,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,50,59.11851851851852,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,40,212.26854219948848,0,0,0,0,0,0,0,0,0
0,1,2,0,0,1,64,35.528301886792455,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,51,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,1,1,3,1,31,59.11851851851852,1,0,0,0,0,0,1,1,0
0,2,2,0,0,1,58,441.3291536050157,0,0,0,0,0,0,0,0,0
0,1,2,0,0,1,52,212.26854219948848,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,37,65.81390134529148,0,0,0,0,0,0,0,0,0
0,1,2,0,0,1,37,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,60,65.81390134529148,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,44,441.3291536050157,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,48,441.3291536050157,0,0,0,0,0,0,0,0,0
0,2,1,0,0,2,36,441.3291536050157,1,0,0,0,0,0,0,1,0
1,2,2,0,0,1,37,212.26854219948848,0,0,0,0,0,0,0,0,0
0,3,1,1,3,1,38,65.81390134529148,0,0,0,1,0,0,0,0,0
0,2,2,0,0,1,43,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,49,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,75,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,44,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,43,31.98051948051948,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,50,31.98051948051948,0,0,0,0,0,0,0,0,0
0,1,2,0,0,1,39,441.3291536050157,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,31,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,33,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,48,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,34,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,29,65.81390134529148,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,65,26.690265486725664,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,50,441.3291536050157,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,46,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,50,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,39,65.81390134529148,0,0,0,0,0,0,0,0,0
1,1,2,0,0,1,46,59.11851851851852,0,0,0,0,0,0,0,0,0
1,2,1,1,1,1,49,59.11851851851852,1,0,1,0,0,0,1,0,0
1,2,2,0,0,1,48,441.3291536050157,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,39,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,57,59.11851851851852,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,38,59.11851851851852,0,0,0,0,0,0,0,0,0
0,2,1,0,0,1,37,59.11851851851852,1,0,0,0,0,1,0,1,0
0,2,2,0,0,1,35,441.3291536050157,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,30,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,1,1,3,1,31,65.81390134529148,1,0,0,0,0,0,0,0,0
0,3,2,0,0,2,28,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,73,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,30,441.3291536050157,0,0,0,0,0,0,0,0,0
1,3,2,0,0,1,45,441.3291536050157,0,0,0,0,0,0,0,0,0
1,1,2,0,0,1,39,441.3291536050157,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,53,212.26854219948848,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,57,35.528301886792455,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,52,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,40,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,33,212.26854219948848,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,28,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,40,23.20769230769231,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,61,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,44,26.690265486725664,0,0,0,0,0,0,0,0,0
1,3,1,1,1,1,42,31.98051948051948,0,0,1,0,1,1,0,0,0
1,2,2,0,0,1,30,441.3291536050157,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,42,441.3291536050157,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,34,212.26854219948848,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,49,65.81390134529148,0,0,0,0,0,0,0,0,0
1,3,2,0,0,1,47,65.81390134529148,0,0,0,0,0,0,0,0,0
0,3,2,0,0,1,46,65.81390134529148,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,33,31.98051948051948,0,0,0,0,0,0,0,0,0
1,2,2,0,0,1,25,212.26854219948848,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,25,65.81390134529148,0,0,0,0,0,0,0,0,0
0,1,2,0,0,1,40,441.3291536050157,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,47,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,2,30,59.11851851851852,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,55,441.3291536050157,0,0,0,0,0,0,0,0,0
1,2,2,0,0,2,52,65.81390134529148,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,41,212.26854219948848,0,0,0,0,0,0,0,0,0
0,3,1,1,3,2,49,25.81578947368421,1,0,0,0,0,0,0,0,0
