P37_8,P56,P60,P1,P2,PONDERA,P59_1,P59_2,P59_3,P59_4,P59_5,P59_6,P59_7,P59_8,P59_9,P61A_1,P61A_2,P61A_3,P61A_4,P61A_5,P61A_6,P61A_7,P61A_8,P61B_1,P61B_2,P61B_3,P61B_4,P61B_5,P61B_6,P61B_7,P61B_8
0,2,0,2,32,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,3.0,,,,,,,
0,2,0,1,49,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,4.0,,,,,,,
0,2,0,2,22,90.4739583333333,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,1.0,,,,,,,
0,2,0,3,37,323.675,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,7.0,4.0,,,,,,
0,3,0,1,59,67.5442185508479,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,1.0,,,,,,,
0,2,0,1,51,90.4739583333333,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,1.0,,,,,,,
0,3,1,1,33,323.675,1,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,5.0,,,,,,,
0,2,0,1,26,90.4739583333333,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,2.0,,,,,,,
0,2,0,2,35,67.5442185508479,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,6.0,1.0,,,,,,
0,2,0,2,67,90.4739583333333,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,1.0,,,,,,,
0,2,1,1,27,90.4739583333333,1,0,0,0,0,0,0,1,0,2.0,7.0,,,,,,,2.0,,,,,,,
0,3,0,1,45,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,5.0,,,,,,,3.0,1.0,,,,,,
0,1,1,2,59,67.5442185508479,1,0,0,0,0,1,1,1,0,4.0,1.0,2.0,,,,,,7.0,3.0,,,,,,
0,2,0,1,46,90.4739583333333,0,0,0,0,0,0,0,0,0,4.0,,,,,,,,6.0,,,,,,,
0,3,0,1,25,90.4739583333333,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,6.0,5.0,,,,,,
0,2,0,1,63,90.4739583333333,0,0,0,0,0,0,0,0,0,6.0,2.0,,,,,,,2.0,5.0,3.0,7.0,8.0,6.0,4.0,1.0
0,2,0,1,46,90.4739583333333,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,1.0,,,,,,,
0,2,1,1,44,192.265465869145,1,1,0,0,1,0,0,1,0,1.0,3.0,,,,,,,5.0,,,,,,,
0,1,0,2,47,90.4739583333333,0,0,0,0,0,0,0,0,0,2.0,5.0,6.0,,,,,,3.0,,,,,,,
0,2,0,2,42,192.265465869145,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,1.0,,,,,,,
0,3,0,1,69,323.675,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,2.0,,,,,,,
0,2,0,2,28,353.395446217027,0,0,0,0,0,0,0,0,0,3.0,2.0,1.0,,,,,,2.0,,,,,,,
0,2,0,2,34,184.06779661017,0,0,0,0,0,0,0,0,0,2.0,7.0,6.0,,,,,,1.0,,,,,,,
0,2,0,1,28,353.395446217027,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,1.0,,,,,,,
0,3,0,1,39,353.395446217027,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,5.0,,,,,,,
0,3,0,1,42,353.395446217027,0,0,0,0,0,0,0,0,0,5.0,1.0,,,,,,,6.0,1.0,,,,,,
0,2,0,1,39,353.395446217027,0,0,0,0,0,0,0,0,0,2.0,1.0,5.0,,,,,,1.0,2.0,4.0,,,,,
0,3,0,1,39,353.395446217027,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,2.0,,,,,,,
0,2,0,2,38,90.4739583333333,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,1.0,,,,,,,
0,2,0,3,57,192.265465869145,0,0,0,0,0,0,0,0,0,6.0,5.0,1.0,2.0,3.0,7.0,,,5.0,1.0,7.0,,,,,
0,2,0,2,42,90.4739583333333,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,8.0,,,,,,,
0,3,0,1,38,90.4739583333333,0,0,0,0,0,0,0,0,0,7.0,2.0,,,,,,,2.0,3.0,,,,,,
0,2,0,2,53,192.265465869145,0,0,0,0,0,0,0,0,0,7.0,,,,,,,,2.0,4.0,,,,,,
0,2,0,1,57,184.06779661017,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,7.0,2.0,,,,,,
0,2,0,1,22,90.4739583333333,0,0,0,0,0,0,0,0,0,2.0,1.0,,,,,,,2.0,,,,,,,
0,2,0,2,62,67.5442185508479,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,3.0,,,,,,,
0,2,0,1,23,353.395446217027,0,0,0,0,0,0,0,0,0,7.0,,,,,,,,1.0,,,,,,,
0,3,0,1,50,192.265465869145,0,0,0,0,0,0,0,0,0,1.0,2.0,5.0,,,,,,4.0,1.0,,,,,,
0,3,0,1,43,192.265465869145,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,6.0,,,,,,,
0,2,0,1,33,90.4739583333333,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,2.0,,,,,,,
0,2,0,2,47,67.5442185508479,0,0,0,0,0,0,0,0,0,2.0,7.0,,,,,,,5.0,,,,,,,
0,2,0,2,33,192.265465869145,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,1.0,3.0,,,,,,
0,2,0,2,54,323.675,0,0,0,0,0,0,0,0,0,1.0,4.0,5.0,,,,,,3.0,2.0,,,,,,
0,2,0,1,62,192.265465869145,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,3.0,,,,,,,
0,3,0,1,47,323.675,0,0,0,0,0,0,0,0,0,2.0,1.0,5.0,,,,,,2.0,7.0,3.0,,,,,
0,3,0,1,53,67.5442185508479,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,7.0,,,,,,,
0,2,1,1,68,192.265465869145,0,0,0,0,0,0,1,0,0,6.0,,,,,,,,5.0,3.0,,,,,,
0,3,0,1,44,67.5442185508479,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,8.0,,,,,,,
0,2,0,2,60,192.265465869145,0,0,0,0,0,0,0,0,0,5.0,1.0,,,,,,,3.0,4.0,1.0,,,,,
0,2,0,2,40,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,6.0,1.0,5.0,,,,,1.0,,,,,,,
0,2,0,1,37,192.265465869145,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,4.0,3.0,,,,,,
0,2,0,1,59,353.395446217027,0,0,0,0,0,0,0,0,0,5.0,2.0,,,,,,,3.0,,,,,,,
0,1,0,2,82,90.4739583333333,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,6.0,3.0,,,,,,
0,2,0,2,32,90.4739583333333,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,4.0,,,,,,,
0,2,0,1,46,90.4739583333333,1,0,0,0,1,0,0,0,0,1.0,7.0,5.0,,,,,,1.0,,,,,,,
0,2,0,1,59,90.4739583333333,0,0,0,0,1,0,1,1,0,5.0,,,,,,,,1.0,8.0,,,,,,
0,2,0,1,38,67.5442185508479,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,3.0,,,,,,,
0,2,0,1,75,353.395446217027,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,7.0,1.0,5.0,2.0,4.0,6.0,,
0,3,0,1,33,323.675,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,1.0,4.0,,,,,,
0,1,0,1,34,90.4739583333333,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,4.0,,,,,,,
0,2,0,1,46,67.5442185508479,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,1.0,,,,,,,
0,2,0,1,54,90.4739583333333,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,8.0,,,,,,,
0,2,0,1,56,192.265465869145,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,2.0,,,,,,,
0,2,0,1,44,67.5442185508479,0,0,0,0,0,0,0,0,0,2.0,6.0,1.0,,,,,,1.0,5.0,,,,,,
0,1,0,1,24,323.675,1,1,0,0,0,1,1,1,0,6.0,2.0,,,,,,,4.0,3.0,,,,,,
0,2,0,2,32,192.265465869145,0,0,0,0,0,0,0,0,0,1.0,5.0,2.0,,,,,,4.0,,,,,,,
0,3,0,1,41,192.265465869145,0,0,0,0,0,0,0,0,0,1.0,2.0,5.0,6.0,,,,,1.0,,,,,,,
0,2,0,2,38,90.4739583333333,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,2.0,3.0,5.0,,,,,
0,2,0,2,62,67.5442185508479,0,0,0,0,0,0,0,0,0,2.0,1.0,5.0,,,,,,4.0,2.0,,,,,,
0,2,0,1,56,67.5442185508479,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,1.0,,,,,,,
0,2,0,2,44,90.4739583333333,0,0,0,0,0,0,0,0,0,5.0,2.0,,,,,,,3.0,4.0,1.0,2.0,,,,
0,2,0,2,69,90.4739583333333,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,8.0,,,,,,,
0,2,0,1,68,90.4739583333333,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,1.0,,,,,,,
0,2,0,1,62,90.4739583333333,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,1.0,,,,,,,
0,2,0,1,31,90.4739583333333,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,7.0,,,,,,,
0,2,0,1,60,67.5442185508479,0,0,0,0,0,0,0,0,0,3.0,,,,,,,,2.0,,,,,,,
0,2,0,2,31,192.265465869145,1,0,1,0,1,0,0,0,0,2.0,1.0,6.0,,,,,,3.0,4.0,7.0,,,,,
0,2,0,2,77,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,1.0,4.0,,,,,,
0,2,0,1,45,67.5442185508479,0,0,0,0,0,0,0,0,0,7.0,2.0,1.0,5.0,3.0,,,,4.0,2.0,5.0,3.0,,,,
0,2,0,2,62,90.4739583333333,0,1,1,0,0,0,0,0,0,5.0,,,,,,,,2.0,,,,,,,
0,2,0,2,63,192.265465869145,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,2.0,1.0,,,,,,
0,2,0,2,61,323.675,0,0,0,0,0,0,0,0,0,7.0,1.0,,,,,,,1.0,7.0,,,,,,
0,3,0,2,44,184.06779661017,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,3.0,,,,,,,
0,2,0,1,36,353.395446217027,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,1.0,3.0,,,,,,
0,2,0,1,34,90.4739583333333,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,7.0,2.0,,,,,,
0,3,0,1,36,353.395446217027,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,8.0,6.0,,,,,,
0,3,0,1,34,184.06779661017,0,0,0,0,0,0,0,0,0,2.0,4.0,1.0,,,,,,2.0,5.0,7.0,,,,,
0,2,0,2,47,90.4739583333333,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,1.0,,,,,,,
0,2,0,2,27,353.395446217027,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,7.0,,,,,,,
0,2,0,1,67,90.4739583333333,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,8.0,,,,,,,
0,2,0,1,22,67.5442185508479,0,0,0,0,0,0,0,0,0,3.0,,,,,,,,3.0,,,,,,,
0,2,0,1,26,323.675,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,2.0,,,,,,,
0,2,0,1,43,90.4739583333333,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,3.0,,,,,,,
0,2,0,1,64,90.4739583333333,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,1.0,,,,,,,
0,2,0,1,30,353.395446217027,1,1,1,0,1,1,1,1,0,3.0,1.0,,,,,,,3.0,4.0,,,,,,
0,2,0,1,67,90.4739583333333,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,2.0,,,,,,,
0,1,0,2,24,192.265465869145,0,0,0,0,0,0,0,0,0,1.0,7.0,,,,,,,2.0,1.0,8.0,,,,,
0,3,0,1,29,192.265465869145,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,4.0,1.0,6.0,3.0,,,,
0,2,0,1,39,90.4739583333333,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,2.0,1.0,,,,,,
0,2,1,2,58,192.265465869145,0,0,0,0,0,0,1,1,0,8.0,,,,,,,,8.0,4.0,,,,,,
0,3,0,1,36,90.4739583333333,0,0,0,0,0,0,0,0,0,2.0,1.0,,,,,,,4.0,1.0,,,,,,
0,3,0,2,48,192.265465869145,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,2.0,4.0,3.0,,,,,
0,2,0,1,30,353.395446217027,0,0,0,0,0,0,0,0,0,1.0,5.0,,,,,,,1.0,6.0,,,,,,
0,2,0,2,40,353.395446217027,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,1.0,,,,,,,
0,2,0,2,56,184.06779661017,0,0,0,0,0,0,0,0,0,5.0,7.0,,,,,,,3.0,2.0,,,,,,
0,1,0,1,40,353.395446217027,0,0,0,0,0,0,0,0,0,2.0,5.0,,,,,,,7.0,,,,,,,
0,2,0,2,38,192.265465869145,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,8.0,,,,,,,
0,3,0,1,38,90.4739583333333,0,0,0,0,0,0,0,0,0,6.0,,,,,,,,1.0,,,,,,,
0,2,0,1,40,353.395446217027,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,7.0,,,,,,,
0,2,0,2,60,353.395446217027,0,0,0,0,0,0,0,0,0,1.0,6.0,2.0,5.0,,,,,7.0,1.0,3.0,,,,,
0,2,0,2,49,90.4739583333333,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,8.0,,,,,,,
0,3,0,2,47,184.06779661017,0,0,0,0,0,0,0,0,0,3.0,2.0,,,,,,,2.0,5.0,,,,,,
0,2,0,2,37,323.675,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,8.0,1.0,,,,,,
0,2,0,1,28,90.4739583333333,0,0,0,0,0,0,0,0,0,7.0,3.0,,,,,,,7.0,2.0,,,,,,
0,2,1,1,43,192.265465869145,1,0,0,0,0,1,1,0,0,8.0,,,,,,,,4.0,6.0,,,,,,
0,3,0,1,69,353.395446217027,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,8.0,,,,,,,
0,3,0,1,32,323.675,0,0,0,0,0,0,0,0,0,2.0,1.0,4.0,,,,,,7.0,,,,,,,
0,2,0,1,55,184.06779661017,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,1.0,5.0,3.0,4.0,7.0,2.0,6.0,
0,2,0,2,47,90.4739583333333,0,0,0,0,0,0,0,0,0,3.0,4.0,2.0,5.0,1.0,,,,1.0,6.0,7.0,,,,,
0,2,0,1,62,353.395446217027,0,0,0,0,0,0,0,0,0,2.0,6.0,1.0,,,,,,1.0,8.0,,,,,,
0,1,0,1,20,192.265465869145,0,0,0,0,0,0,0,0,0,6.0,,,,,,,,2.0,3.0,,,,,,
0,3,0,2,26,90.4739583333333,0,0,0,0,0,0,0,0,0,2.0,1.0,,,,,,,2.0,4.0,,,,,,
0,2,0,1,25,192.265465869145,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,7.0,,,,,,,
0,2,1,2,48,90.4739583333333,0,0,0,0,0,0,0,1,0,5.0,6.0,,,,,,,4.0,2.0,,,,,,
0,2,1,2,57,67.5442185508479,1,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,5.0,,,,,,,
0,2,1,2,43,323.675,1,1,1,1,1,1,0,0,0,1.0,,,,,,,,2.0,3.0,,,,,,
0,2,0,2,25,67.5442185508479,0,0,0,0,0,0,0,0,0,7.0,2.0,,,,,,,1.0,3.0,,,,,,
0,3,0,1,31,90.4739583333333,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,5.0,,,,,,,
0,2,0,1,42,67.5442185508479,0,0,0,0,0,0,0,0,0,1.0,2.0,5.0,3.0,7.0,,,,3.0,4.0,2.0,5.0,,,,
0,3,0,2,36,90.4739583333333,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,3.0,,,,,,,
0,2,0,1,53,353.395446217027,0,0,0,0,0,0,0,0,0,1.0,5.0,,,,,,,1.0,8.0,,,,,,
0,2,0,1,65,90.4739583333333,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,4.0,1.0,,,,,,
0,2,0,1,52,90.4739583333333,1,0,0,0,0,0,0,0,0,2.0,1.0,,,,,,,7.0,2.0,4.0,,,,,
0,3,0,1,33,67.5442185508479,0,0,0,0,0,0,0,0,0,1.0,2.0,5.0,,,,,,7.0,8.0,4.0,,,,,
0,3,0,1,66,67.5442185508479,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,1.0,,,,,,,
0,2,0,2,38,90.4739583333333,0,0,0,0,0,0,0,0,0,2.0,5.0,,,,,,,4.0,8.0,,,,,,
0,2,0,1,27,323.675,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,5.0,,,,,,,
0,2,0,1,32,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,4.0,7.0,6.0,5.0,1.0,,,5.0,,,,,,,
0,2,0,2,42,67.5442185508479,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,1.0,,,,,,,
0,1,0,1,31,90.4739583333333,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,7.0,,,,,,,
0,1,0,1,50,353.395446217027,0,0,0,0,0,0,0,0,0,6.0,,,,,,,,3.0,,,,,,,
0,2,0,1,34,323.675,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,1.0,7.0,,,,,,
0,3,0,1,52,90.4739583333333,0,0,0,0,0,0,0,0,0,5.0,1.0,6.0,,,,,,1.0,3.0,,,,,,
0,2,0,1,56,192.265465869145,0,0,0,0,0,0,0,0,0,3.0,2.0,7.0,,,,,,2.0,1.0,7.0,,,,,
0,3,0,1,47,90.4739583333333,0,0,0,0,0,0,0,0,0,6.0,5.0,2.0,,,,,,1.0,,,,,,,
0,2,0,1,53,353.395446217027,1,0,0,0,0,0,0,0,0,1.0,,,,,,,,5.0,,,,,,,
0,2,0,1,33,67.5442185508479,0,0,0,0,0,0,0,0,0,5.0,3.0,4.0,,,,,,5.0,1.0,,,,,,
0,2,0,1,49,353.395446217027,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,1.0,7.0,2.0,,,,,
0,3,0,2,63,323.675,0,0,0,0,0,0,0,0,0,1.0,2.0,5.0,7.0,,,,,4.0,8.0,3.0,2.0,7.0,,,
0,2,0,2,54,90.4739583333333,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,5.0,4.0,,,,,,
0,2,0,2,34,353.395446217027,0,0,1,0,1,0,0,0,0,6.0,5.0,2.0,,,,,,4.0,8.0,6.0,,,,,
0,3,0,1,50,192.265465869145,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,1.0,,,,,,,
0,3,0,1,43,353.395446217027,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,7.0,,,,,,,
0,3,0,1,42,323.675,0,0,0,0,0,0,0,0,0,1.0,3.0,,,,,,,1.0,,,,,,,
0,2,0,1,47,192.265465869145,0,0,0,0,0,0,0,0,0,5.0,7.0,,,,,,,3.0,,,,,,,
0,2,0,2,46,323.675,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,2.0,,,,,,,
0,2,0,1,47,353.395446217027,0,0,0,0,0,0,0,0,0,1.0,6.0,4.0,,,,,,1.0,,,,,,,
0,2,0,2,37,353.395446217027,0,0,0,0,0,0,0,0,0,2.0,5.0,6.0,,,,,,7.0,,,,,,,
0,2,0,2,42,90.4739583333333,0,0,0,0,0,1,0,0,0,1.0,2.0,,,,,,,4.0,8.0,,,,,,
0,2,0,2,34,90.4739583333333,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,3.0,,,,,,,
0,3,0,1,26,67.5442185508479,0,0,0,0,0,0,0,0,0,5.0,2.0,,,,,,,7.0,1.0,,,,,,
0,2,0,2,39,210.999999999998,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,4.0,,,,,,,
0,1,0,1,30,184.06779661017,0,0,0,0,0,0,0,0,0,2.0,5.0,,,,,,,1.0,,,,,,,
0,3,0,1,43,192.265465869145,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,3.0,2.0,,,,,,
0,2,0,2,46,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,5.0,,,,,,,1.0,,,,,,,
0,2,0,1,29,90.4739583333333,1,0,1,1,1,0,0,1,0,1.0,2.0,7.0,,,,,,2.0,,,,,,,
0,2,1,2,25,323.675,0,0,1,0,0,1,0,0,0,7.0,,,,,,,,6.0,,,,,,,
0,2,0,2,48,192.265465869145,0,0,0,0,0,0,0,0,0,5.0,1.0,,,,,,,2.0,,,,,,,
0,2,0,1,54,353.395446217027,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,5.0,,,,,,,
0,2,0,2,49,323.675,0,0,0,0,0,0,0,0,0,2.0,3.0,,,,,,,6.0,3.0,5.0,7.0,2.0,4.0,1.0,
0,1,0,1,35,353.395446217027,0,0,0,0,0,0,0,0,0,4.0,7.0,,,,,,,1.0,,,,,,,
0,1,0,1,31,353.395446217027,0,0,0,0,0,0,0,0,0,2.0,5.0,,,,,,,6.0,,,,,,,
0,2,0,1,33,323.675,0,0,0,0,0,1,0,0,0,2.0,,,,,,,,2.0,,,,,,,
0,2,0,2,31,90.4739583333333,0,0,0,0,0,0,0,0,0,2.0,5.0,,,,,,,3.0,7.0,1.0,2.0,,,,
0,2,0,1,34,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,6.0,,,,,,,8.0,1.0,,,,,,
0,2,0,1,55,184.06779661017,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,5.0,,,,,,,
0,2,0,2,53,90.4739583333333,0,0,0,0,0,0,0,0,0,2.0,5.0,7.0,,,,,,8.0,,,,,,,
0,2,0,2,25,323.675,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,8.0,7.0,,,,,,
0,1,0,1,65,67.5442185508479,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,8.0,,,,,,,
0,3,0,2,28,67.5442185508479,0,0,0,0,0,0,0,0,0,2.0,1.0,4.0,,,,,,3.0,4.0,,,,,,
0,3,0,1,33,323.675,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,7.0,,,,,,,
0,2,0,1,51,192.265465869145,1,0,0,0,0,0,0,0,0,2.0,,,,,,,,4.0,,,,,,,
0,2,0,3,56,192.265465869145,0,0,0,0,0,0,0,0,0,7.0,2.0,,,,,,,1.0,,,,,,,
0,3,0,1,37,192.265465869145,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,4.0,1.0,5.0,7.0,2.0,6.0,,
0,2,0,2,59,353.395446217027,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,1.0,8.0,,,,,,
0,2,0,2,35,192.265465869145,0,0,0,0,0,0,0,0,0,5.0,,,,,,,,1.0,,,,,,,
0,2,0,1,39,192.265465869145,0,0,0,0,0,0,0,0,0,3.0,2.0,,,,,,,1.0,3.0,7.0,,,,,
0,2,0,1,33,192.265465869145,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,1.0,,,,,,,
0,2,0,2,32,353.395446217027,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,7.0,5.0,,,,,,
0,2,0,1,49,353.395446217027,0,0,0,0,0,0,0,0,0,8.0,,,,,,,,5.0,2.0,,,,,,
0,3,0,1,45,353.395446217027,0,0,0,0,0,0,0,0,0,7.0,,,,,,,,1.0,5.0,,,,,,
0,3,0,1,23,90.4739583333333,0,0,0,0,0,0,0,0,0,2.0,,,,,,,,5.0,,,,,,,
0,2,0,2,40,192.265465869145,0,0,0,0,0,1,0,0,0,2.0,5.0,,,,,,,4.0,,,,,,,
0,2,1,1,42,353.395446217027,1,0,0,0,0,1,1,0,0,1.0,2.0,5.0,,,,,,2.0,3.0,,,,,,
0,3,0,1,55,90.4739583333333,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,1.0,,,,,,,
0,2,0,1,50,323.675,1,0,0,0,0,1,1,1,0,1.0,2.0,5.0,,,,,,1.0,,,,,,,
0,2,0,1,65,192.265465869145,0,0,0,0,0,0,0,0,0,2.0,6.0,7.0,5.0,1.0,,,,1.0,4.0,2.0,8.0,,,,
1,2,0,1,48,184.06779661017,1,0,0,0,0,0,0,1,0,1.0,2.0,,,,,7.0,,1.0,2.0,,,,6.0,,
1,2,0,1,49,353.395446217027,0,0,0,0,0,0,0,0,0,,2.0,,,,,,,1.0,,,,5.0,,,
0,3,0,1,45,323.675,0,0,0,0,0,0,0,0,0,,,,,,,,8.0,,,,,5.0,6.0,,
1,2,0,1,24,192.265465869145,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,7.0,,1.0,2.0,3.0,,,,,
1,2,0,1,30,132.118144014007,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,,,,2.0,,4.0,,,7.0,
0,2,1,1,43,323.675,1,0,1,0,1,0,0,0,0,,,,,,,7.0,,,2.0,,,5.0,6.0,,
0,2,0,1,40,132.118144014007,0,0,0,0,0,0,0,0,0,1.0,2.0,,4.0,,,,,,,,4.0,5.0,,7.0,
0,2,0,2,49,257.21052631579,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,7.0,,1.0,,,,5.0,,,
0,2,0,2,42,67.5442185508479,0,0,0,0,0,0,0,0,0,,,,,,,,8.0,1.0,,3.0,,5.0,,,
0,2,0,1,54,53.5027281037166,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,1.0,,,,,,,
0,3,0,2,40,90.4739583333333,0,0,0,0,0,0,0,0,0,,,,,,,,8.0,1.0,2.0,,4.0,,,,
1,3,0,2,31,252.000000000001,0,1,1,0,0,0,0,0,0,,2.0,,,5.0,,7.0,,1.0,,,,5.0,,,
0,1,0,1,43,323.675,0,0,0,0,0,0,0,0,0,,,,,,,,8.0,1.0,,,,,,,
0,2,0,1,49,323.675,0,0,0,0,0,0,0,0,0,1.0,2.0,,,5.0,,,,,,,4.0,5.0,6.0,,
0,2,0,1,59,323.675,0,0,0,0,0,0,0,0,0,,2.0,,4.0,,,,,,,,,,,7.0,
1,2,1,1,50,323.675,1,1,0,0,0,0,1,0,0,1.0,2.0,,,5.0,,,,1.0,2.0,3.0,4.0,5.0,,,
1,2,0,2,39,184.06779661017,0,0,0,0,0,0,0,0,0,1.0,2.0,,4.0,,,,,,2.0,,4.0,,,,8.0
1,2,1,1,49,353.395446217027,1,0,0,0,1,1,0,1,0,,,,,5.0,,7.0,,,2.0,,4.0,5.0,,,
1,3,0,1,63,323.675,1,0,0,0,0,1,0,0,0,,2.0,,4.0,,,7.0,,,2.0,3.0,,,,7.0,8.0
1,2,0,1,50,192.265465869145,1,0,0,0,1,0,0,0,0,1.0,,3.0,,,,,,,2.0,,,5.0,,7.0,
0,3,0,1,52,323.675,1,1,0,0,0,1,0,0,0,1.0,2.0,3.0,4.0,5.0,,7.0,,,,,4.0,,,7.0,
0,2,0,2,32,192.265465869145,0,0,0,0,0,0,0,0,0,1.0,,,,5.0,,7.0,,1.0,2.0,3.0,,,,,
0,2,0,1,59,323.675,0,0,0,0,0,0,0,0,0,1.0,,,4.0,,,,,1.0,,3.0,4.0,5.0,,7.0,
1,3,0,1,63,431.625000000001,1,0,0,0,1,0,0,0,0,1.0,,,,5.0,,,,,2.0,,,5.0,,,
1,2,0,2,28,174.687499999999,0,0,0,0,0,0,0,0,0,1.0,2.0,,,,,7.0,,,2.0,,,,6.0,7.0,
0,2,0,2,26,184.06779661017,0,0,0,0,0,0,0,0,0,,,,,,,,8.0,,2.0,,,,,,
