P37_8,P56,P56_1,P58,P62,P63,P64,F8,F3,F4,F5,P31_1,P31_2,P31_3,P31_4,P31_5,P31_6,P60,P61A_1,P61A_2,P61A_3,P61A_4,P61A_5,P61A_6,P61A_7,P61A_8,P61A_9,P61B_1,P61B_2,P61B_3,P61B_4,P61B_5,P61B_6,P61B_7,P61B_8,FACTOR_REGION,FACTOR_TOTAL
0,3,3,0,1,29,6,4,1,1,4,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,79.25,81.2
0,1,4,0,2,43,5,4,1,3,3,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,81.11764705882354,77.29824561403508
1,2,2,0,2,60,5,4,1,1,3,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,88.25,80.52941176470588
1,2,3,0,1,58,4,4,1,1,2,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,122.08108108108108,106.48979591836735
1,2,2,0,1,63,6,2,1,2,2,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,93.91666666666667,90.64285714285714
1,2,4,0,2,35,4,3,1,1,2,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,122.08108108108108,106.48979591836735
0,3,4,0,2,45,5,1,1,3,3,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,81.11764705882354,77.29824561403508
0,2,3,0,2,38,5,1,1,2,2,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,93.91666666666667,90.64285714285714
0,2,2,1,1,53,6,1,1,2,3,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,61.04761904761905,63.583333333333336
0,2,4,0,1,29,5,4,1,2,2,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,93.91666666666667,90.64285714285714
1,2,2,0,2,70,3,1,1,2,2,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,93.91666666666667,90.64285714285714
1,2,1,1,1,48,5,1,1,2,2,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,93.91666666666667,90.64285714285714
1,2,2,1,1,60,4,1,1,2,2,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,93.91666666666667,90.64285714285714
1,1,4,0,1,55,5,1,1,1,2,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,122.08108108108108,106.48979591836735
1,2,2,0,2,52,6,3,1,2,4,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,56.625,58.22222222222222
1,3,3,0,1,61,6,1,1,2,2,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,93.91666666666667,90.64285714285714
0,1,5,0,1,27,5,3,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,212.48695652173913,209.6189111747851
0,2,4,0,1,29,4,3,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,212.48695652173913,209.6189111747851
0,1,4,0,2,53,6,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
1,1,3,0,1,44,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,212.48695652173913,209.6189111747851
0,3,4,0,1,42,3,2,1,2,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,212.48695652173913,209.6189111747851
1,1,5,0,2,64,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,2,4,0,2,64,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,212.48695652173913,209.6189111747851
1,1,5,0,1,64,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,212.48695652173913,209.6189111747851
0,2,4,0,2,52,3,3,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,212.48695652173913,209.6189111747851
0,3,3,0,2,58,4,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,2,1,0,1,75,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,3,4,0,2,44,4,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,101.24361493123772,103.51764705882353
1,2,1,0,1,35,4,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,212.48695652173913,209.6189111747851
1,2,1,0,2,40,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,2,3,0,2,30,4,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,1,5,0,2,50,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,2,4,0,2,29,6,4,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,61.04761904761905,63.583333333333336
0,1,5,0,2,25,3,1,1,2,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,2,2,0,1,63,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,101.24361493123772,103.51764705882353
0,2,3,0,2,57,4,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,2,2,0,2,32,4,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,212.48695652173913,209.6189111747851
0,3,5,0,2,42,3,3,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,212.48695652173913,209.6189111747851
0,2,3,0,2,49,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,212.48695652173913,209.6189111747851
0,2,3,1,2,55,4,1,1,2,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,212.48695652173913,209.6189111747851
0,3,2,1,1,28,6,2,1,2,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,93.91666666666667,90.64285714285714
0,3,1,0,2,35,4,4,1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,93.91666666666667,90.64285714285714
0,3,1,0,1,70,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,101.24361493123772,103.51764705882353
0,3,4,0,1,37,5,4,1,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,93.91666666666667,90.64285714285714
1,3,2,0,1,66,4,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,101.24361493123772,103.51764705882353
0,3,3,0,1,40,5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,101.24361493123772,103.51764705882353
0,2,1,0,1,51,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,101.24361493123772,103.51764705882353
1,2,2,1,1,65,5,1,1,2,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,212.48695652173913,209.6189111747851
1,2,3,0,1,54,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,101.24361493123772,103.51764705882353
0,1,4,0,2,64,5,3,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,101.24361493123772,103.51764705882353
0,2,1,0,1,69,5,2,1,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,212.48695652173913,209.6189111747851
1,2,3,0,2,53,5,3,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,101.24361493123772,103.51764705882353
0,2,2,0,1,54,3,3,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,101.24361493123772,103.51764705882353
0,2,2,0,1,84,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,101.24361493123772,103.51764705882353
0,3,1,0,1,52,5,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,212.48695652173913,209.6189111747851
1,2,3,0,2,87,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
1,2,1,0,2,37,5,4,1,3,2,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,194.4655172413793,170.04225352112675
0,2,5,1,1,34,5,4,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,101.24361493123772,103.51764705882353
0,3,5,0,1,21,4,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,101.24361493123772,103.51764705882353
0,2,4,0,2,37,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,101.24361493123772,103.51764705882353
1,2,1,1,2,39,4,1,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,3,3,0,1,66,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,212.48695652173913,209.6189111747851
1,3,3,0,2,35,5,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,3,4,0,1,40,3,1,1,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,212.48695652173913,209.6189111747851
1,2,2,1,2,28,5,3,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,3,2,0,2,29,5,4,1,2,2,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,93.91666666666667,90.64285714285714
1,3,5,1,2,54,5,4,1,1,3,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,88.25,80.52941176470588
0,3,4,0,1,26,6,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,101.24361493123772,103.51764705882353
1,2,3,0,1,48,3,2,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,101.24361493123772,103.51764705882353
0,1,5,0,2,33,5,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,212.48695652173913,209.6189111747851
0,3,3,0,1,48,4,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,212.48695652173913,209.6189111747851
0,2,3,0,2,37,5,3,1,3,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,81.11764705882354,77.29824561403508
0,2,1,0,1,32,1,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,212.48695652173913,209.6189111747851
0,1,3,0,1,46,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,212.48695652173913,209.6189111747851
0,1,5,0,1,47,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,101.24361493123772,103.51764705882353
1,2,1,0,2,60,2,1,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,212.48695652173913,209.6189111747851
0,1,4,0,1,34,5,4,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,212.48695652173913,209.6189111747851
0,1,4,0,2,38,4,4,1,1,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,79.25,81.2
0,1,4,0,1,25,3,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,212.48695652173913,209.6189111747851
0,3,4,0,2,47,5,4,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,194.4655172413793,170.04225352112675
0,2,3,0,2,49,4,4,1,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,81.11764705882354,77.29824561403508
0,3,3,0,2,35,5,4,1,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,194.4655172413793,170.04225352112675
0,2,1,0,1,63,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,2,1,0,1,60,2,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,101.24361493123772,103.51764705882353
0,2,2,0,2,36,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,1,5,0,2,36,5,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,101.24361493123772,103.51764705882353
0,2,3,0,2,64,4,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,212.48695652173913,209.6189111747851
0,2,1,0,1,55,6,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,101.24361493123772,103.51764705882353
0,2,3,0,1,29,6,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,122.08108108108108,106.48979591836735
1,3,3,0,1,62,3,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,101.24361493123772,103.51764705882353
0,2,3,1,1,46,6,3,1,2,2,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,93.91666666666667,90.64285714285714
0,2,2,0,1,59,5,3,1,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,93.91666666666667,90.64285714285714
1,3,2,0,2,45,4,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,2,1,0,2,62,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,101.24361493123772,103.51764705882353
0,2,1,1,1,61,5,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,101.24361493123772,103.51764705882353
1,1,92,0,2,59,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,212.48695652173913,209.6189111747851
1,3,3,0,1,65,4,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,2,1,1,2,51,4,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,101.24361493123772,103.51764705882353
0,3,5,0,1,68,4,1,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
1,2,1,0,1,68,4,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,212.48695652173913,209.6189111747851
1,2,3,0,93,18,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,101.24361493123772,103.51764705882353
1,3,3,0,2,56,5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,101.24361493123772,103.51764705882353
0,3,4,0,1,58,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,101.24361493123772,103.51764705882353
0,2,3,1,1,62,5,1,1,2,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,212.48695652173913,209.6189111747851
1,2,3,0,2,64,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,2,3,0,2,70,4,3,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,101.24361493123772,103.51764705882353
0,1,3,0,2,60,5,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,2,2,0,1,57,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,101.24361493123772,103.51764705882353
0,3,3,0,2,51,6,3,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,101.24361493123772,103.51764705882353
0,2,1,0,2,36,4,3,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,3,3,1,1,30,5,2,1,1,2,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,122.08108108108108,106.48979591836735
0,2,5,0,2,29,4,3,1,1,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,122.08108108108108,106.48979591836735
0,2,3,0,2,45,5,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,101.24361493123772,103.51764705882353
0,1,2,0,2,75,5,3,1,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,122.08108108108108,106.48979591836735
0,1,5,0,2,56,3,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101.24361493123772,103.51764705882353
0,1,5,0,2,27,3,4,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.24361493123772,103.51764705882353
0,1,5,0,1,56,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,101.24361493123772,103.51764705882353
1,2,1,1,2,26,6,3,1,1,2,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,122.08108108108108,106.48979591836735
1,2,3,0,2,55,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,101.24361493123772,103.51764705882353
0,3,3,0,1,68,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,101.24361493123772,103.51764705882353
0,2,5,0,2,69,3,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,101.24361493123772,103.51764705882353
0,2,4,0,1,70,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,101.24361493123772,103.51764705882353
0,2,1,0,2,60,4,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,101.24361493123772,103.51764705882353
1,1,4,0,2,37,5,4,1,3,4,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,181.0,177.64285714285714
0,3,3,1,1,63,5,2,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,281.8158236057069,272.0928725701944
1,2,3,1,2,41,4,1,1,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,1,4,0,2,70,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,212.48695652173913,209.6189111747851
1,2,2,0,1,53,3,3,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,101.24361493123772,103.51764705882353
1,1,5,0,1,44,6,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,212.48695652173913,209.6189111747851
0,2,1,0,1,57,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,2,2,1,2,37,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,212.48695652173913,209.6189111747851
0,3,5,0,2,34,4,4,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
1,3,3,0,2,32,5,2,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,101.24361493123772,103.51764705882353
1,3,1,0,2,46,3,1,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,3,3,0,2,31,6,3,1,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,194.4655172413793,170.04225352112675
0,1,3,0,2,50,5,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101.24361493123772,103.51764705882353
0,2,1,0,2,28,5,3,1,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,194.4655172413793,170.04225352112675
0,3,4,0,2,29,5,3,1,2,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,93.91666666666667,90.64285714285714
0,2,3,0,2,35,5,3,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,1,1,0,1,43,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,101.24361493123772,103.51764705882353
0,3,4,0,1,65,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,101.24361493123772,103.51764705882353
0,1,5,0,2,27,5,4,1,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,212.48695652173913,209.6189111747851
0,2,3,0,2,50,6,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,101.24361493123772,103.51764705882353
1,2,1,0,1,65,5,3,1,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,93.91666666666667,90.64285714285714
0,3,3,0,2,31,5,3,1,2,2,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,93.91666666666667,90.64285714285714
0,1,4,0,1,63,6,1,1,3,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,194.4655172413793,170.04225352112675
1,2,3,0,2,57,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,101.24361493123772,103.51764705882353
0,2,2,0,1,53,3,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101.24361493123772,103.51764705882353
0,2,92,0,1,45,5,4,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,122.08108108108108,106.48979591836735
1,3,1,0,2,57,4,3,1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,93.91666666666667,90.64285714285714
1,2,3,0,1,44,3,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,101.24361493123772,103.51764705882353
1,2,2,0,93,62,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,3,3,0,2,34,5,3,1,3,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,194.4655172413793,170.04225352112675
0,2,3,0,1,56,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,101.24361493123772,103.51764705882353
0,2,4,0,1,70,2,4,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,3,3,0,2,29,5,3,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,101.24361493123772,103.51764705882353
1,2,1,0,2,61,5,3,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,122.08108108108108,106.48979591836735
0,2,1,0,2,23,4,4,1,2,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,93.91666666666667,90.64285714285714
0,3,4,0,2,24,4,3,1,3,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,194.4655172413793,170.04225352112675
0,3,4,0,2,37,4,4,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,194.4655172413793,170.04225352112675
