P37_8,P56,P56_1,P58,P62,P63,P64,F8,F3,F4,F5,P31_1,P31_2,P31_3,P31_4,P31_5,P31_6,P60,P61A_1,P61A_2,P61A_3,P61A_4,P61A_5,P61A_6,P61A_7,P61A_8,P61A_9,P61B_1,P61B_2,P61B_3,P61B_4,P61B_5,P61B_6,P61B_7,P61B_8,FACTOR_REGION,FACTOR_TOTAL
0,2,2,1,1,63,6,2,1,3,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,281.8158236057069,272.0928725701944
0,2,3,1,1,38,5,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,281.8158236057069,272.0928725701944
0,3,4,0,2,35,6,2,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,281.8158236057069,272.0928725701944
1,1,2,1,1,35,3,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,1,3,0,1,36,5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,101.24361493123772,103.51764705882353
0,3,3,0,2,50,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,212.48695652173913,209.6189111747851
0,2,1,0,1,38,5,2,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,281.8158236057069,272.0928725701944
0,2,2,0,2,36,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,212.48695652173913,209.6189111747851
0,1,3,0,1,44,4,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,281.8158236057069,272.0928725701944
0,2,92,0,1,54,3,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,281.8158236057069,272.0928725701944
0,2,3,0,1,64,5,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,101.24361493123772,103.51764705882353
1,2,1,0,2,60,3,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,281.8158236057069,272.0928725701944
0,3,3,0,2,37,5,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,281.8158236057069,272.0928725701944
0,1,4,0,1,55,3,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,281.8158236057069,272.0928725701944
0,3,3,0,2,23,6,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,212.48695652173913,209.6189111747851
0,3,4,0,1,31,5,2,1,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,212.48695652173913,209.6189111747851
0,2,1,0,2,62,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,101.24361493123772,103.51764705882353
0,2,1,1,2,54,4,4,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,212.48695652173913,209.6189111747851
0,2,3,0,1,40,3,1,1,1,2,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,122.08108108108108,106.48979591836735
0,1,4,0,1,35,6,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,101.24361493123772,103.51764705882353
1,2,3,0,1,25,3,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,281.8158236057069,272.0928725701944
0,1,5,0,1,44,4,1,1,3,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,281.8158236057069,272.0928725701944
0,3,5,0,1,40,5,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,281.8158236057069,272.0928725701944
0,3,4,0,1,64,5,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,212.48695652173913,209.6189111747851
1,3,3,0,2,35,4,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,281.8158236057069,272.0928725701944
0,2,2,1,2,33,5,3,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,101.24361493123772,103.51764705882353
1,1,4,0,2,56,4,1,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,281.8158236057069,272.0928725701944
1,3,4,0,2,38,5,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
1,2,3,0,2,34,5,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,281.8158236057069,272.0928725701944
1,2,3,1,1,43,3,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,101.24361493123772,103.51764705882353
0,2,3,1,2,46,3,1,1,3,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,281.8158236057069,272.0928725701944
1,2,1,0,2,23,4,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
1,1,3,1,1,41,6,3,1,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,281.8158236057069,272.0928725701944
0,3,4,0,2,30,5,2,1,2,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,212.48695652173913,209.6189111747851
0,2,1,0,2,30,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,101.24361493123772,103.51764705882353
0,2,2,1,1,29,6,1,1,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,281.8158236057069,272.0928725701944
0,2,2,0,2,35,3,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,2,1,0,1,66,5,3,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,3,5,0,2,60,6,2,1,2,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,1,3,0,2,42,5,4,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,281.8158236057069,272.0928725701944
1,2,3,1,1,48,3,1,1,1,2,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,122.08108108108108,106.48979591836735
0,2,3,0,1,39,6,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,2,3,0,1,44,4,3,1,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,281.8158236057069,272.0928725701944
0,3,3,0,1,54,5,1,1,3,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,281.8158236057069,272.0928725701944
0,2,1,1,2,63,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,1,5,0,2,47,4,4,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,101.24361493123772,103.51764705882353
0,3,3,0,1,41,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,101.24361493123772,103.51764705882353
0,2,2,0,2,35,6,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,281.8158236057069,272.0928725701944
0,1,4,0,1,75,5,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,281.8158236057069,272.0928725701944
0,1,3,1,2,45,4,2,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,281.8158236057069,272.0928725701944
0,2,2,0,1,44,3,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,2,3,0,1,38,5,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,1,4,0,2,46,6,2,1,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,281.8158236057069,272.0928725701944
1,2,2,0,1,58,2,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,212.48695652173913,209.6189111747851
0,2,1,0,2,58,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,2,3,0,1,33,5,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,281.8158236057069,272.0928725701944
0,2,3,0,1,65,4,1,1,3,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,281.8158236057069,272.0928725701944
1,3,3,1,1,45,6,1,1,3,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,281.8158236057069,272.0928725701944
0,2,2,1,1,55,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,3,2,0,1,41,6,2,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,281.8158236057069,272.0928725701944
0,3,3,0,2,38,5,1,1,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,212.48695652173913,209.6189111747851
1,1,5,0,2,37,4,4,1,3,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,281.8158236057069,272.0928725701944
0,2,2,0,2,37,5,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,212.48695652173913,209.6189111747851
0,2,1,0,1,62,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,3,3,0,1,37,4,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,281.8158236057069,272.0928725701944
0,3,2,0,1,46,6,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,281.8158236057069,272.0928725701944
0,2,3,1,1,50,4,1,1,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,194.4655172413793,170.04225352112675
0,2,3,0,1,53,3,1,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,1,1,0,2,36,3,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,101.24361493123772,103.51764705882353
0,3,2,0,1,44,5,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,212.48695652173913,209.6189111747851
0,2,3,0,1,37,4,1,1,2,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,212.48695652173913,209.6189111747851
0,3,3,0,2,33,5,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,281.8158236057069,272.0928725701944
1,2,1,0,1,61,2,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,281.8158236057069,272.0928725701944
1,2,4,0,2,77,5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,101.24361493123772,103.51764705882353
0,2,3,0,1,57,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,101.24361493123772,103.51764705882353
0,3,4,0,1,60,5,3,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,1,2,0,1,53,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,101.24361493123772,103.51764705882353
0,3,1,0,1,33,5,2,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,3,5,0,2,49,4,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,1,4,0,2,29,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,1,5,0,2,30,4,4,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,212.48695652173913,209.6189111747851
0,3,3,0,1,20,6,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,281.8158236057069,272.0928725701944
0,1,3,0,2,53,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,212.48695652173913,209.6189111747851
0,2,5,0,2,43,6,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,3,4,0,2,40,5,2,1,3,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,281.8158236057069,272.0928725701944
0,3,4,0,1,39,5,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,281.8158236057069,272.0928725701944
1,2,3,1,2,38,3,2,1,3,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,281.8158236057069,272.0928725701944
1,3,3,0,1,52,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,101.24361493123772,103.51764705882353
1,3,3,0,1,43,4,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,3,3,0,1,35,5,3,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,3,3,0,1,28,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,101.24361493123772,103.51764705882353
1,3,4,0,1,57,4,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,281.8158236057069,272.0928725701944
1,2,3,0,1,49,3,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,101.24361493123772,103.51764705882353
0,2,3,1,1,49,5,1,1,3,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,281.8158236057069,272.0928725701944
1,3,2,0,1,39,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,212.48695652173913,209.6189111747851
1,2,2,0,1,29,6,3,1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,194.4655172413793,170.04225352112675
1,2,1,0,1,41,5,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,2,3,1,1,57,6,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,101.24361493123772,103.51764705882353
0,2,3,0,1,47,3,1,1,3,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,281.8158236057069,272.0928725701944
1,1,5,1,2,29,5,1,1,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,281.8158236057069,272.0928725701944
0,1,3,0,1,40,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,212.48695652173913,209.6189111747851
1,3,4,0,2,60,4,3,1,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,281.8158236057069,272.0928725701944
0,2,3,1,2,46,5,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,281.8158236057069,272.0928725701944
0,3,4,0,1,41,4,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,212.48695652173913,209.6189111747851
1,2,4,1,2,50,5,3,1,3,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,281.8158236057069,272.0928725701944
0,3,3,0,2,28,5,4,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,281.8158236057069,272.0928725701944
0,2,2,0,1,36,3,1,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,212.48695652173913,209.6189111747851
1,2,1,1,2,45,4,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,281.8158236057069,272.0928725701944
1,2,3,1,2,25,4,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,212.48695652173913,209.6189111747851
0,2,92,1,2,39,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
1,3,4,1,2,57,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,212.48695652173913,209.6189111747851
0,2,1,1,1,66,5,4,1,3,3,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,81.11764705882354,77.29824561403508
0,2,3,0,1,25,5,1,1,1,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,88.25,80.52941176470588
0,2,2,1,1,36,3,1,1,2,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,212.48695652173913,209.6189111747851
0,3,4,0,2,64,4,2,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,101.24361493123772,103.51764705882353
1,2,4,1,2,30,4,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,3,3,0,1,44,3,1,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,212.48695652173913,209.6189111747851
0,3,4,0,1,47,6,3,1,3,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,281.8158236057069,272.0928725701944
0,3,4,0,1,43,4,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,2,3,0,2,29,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,212.48695652173913,209.6189111747851
0,2,3,0,2,51,4,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,212.48695652173913,209.6189111747851
0,2,1,0,2,52,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,212.48695652173913,209.6189111747851
1,1,5,0,2,25,4,4,1,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,212.48695652173913,209.6189111747851
0,2,4,0,2,71,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,212.48695652173913,209.6189111747851
1,2,3,0,1,32,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,101.24361493123772,103.51764705882353
0,2,1,0,1,38,5,2,1,3,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,194.4655172413793,170.04225352112675
0,1,4,0,2,30,4,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,2,2,1,1,68,5,3,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,281.8158236057069,272.0928725701944
0,3,3,0,2,29,5,3,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,2,3,0,2,29,4,3,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,2,1,0,2,37,4,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,2,3,0,2,55,4,1,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,212.48695652173913,209.6189111747851
1,3,4,0,1,47,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,101.24361493123772,103.51764705882353
0,3,3,0,1,37,3,1,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,281.8158236057069,272.0928725701944
1,2,2,0,1,35,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,101.24361493123772,103.51764705882353
1,3,3,0,2,26,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,2,3,0,1,48,6,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,1,5,0,2,47,4,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,3,2,0,1,52,5,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,212.48695652173913,209.6189111747851
0,3,3,0,2,38,5,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,281.8158236057069,272.0928725701944
1,2,3,0,2,45,5,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,93.91666666666667,90.64285714285714
0,1,3,1,1,52,6,1,1,3,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,2,4,0,1,35,4,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,2,1,0,2,38,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,3,3,0,2,21,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,281.8158236057069,272.0928725701944
1,2,1,0,2,31,4,4,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,281.8158236057069,272.0928725701944
0,1,4,0,2,47,5,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,1,4,1,1,45,6,2,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,281.8158236057069,272.0928725701944
0,1,5,1,1,36,4,2,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,101.24361493123772,103.51764705882353
0,3,4,0,2,26,5,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,101.24361493123772,103.51764705882353
1,2,1,1,1,25,5,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,281.8158236057069,272.0928725701944
1,2,1,0,1,57,2,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,1,3,0,2,33,6,1,1,2,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,212.48695652173913,209.6189111747851
0,1,3,0,1,49,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,101.24361493123772,103.51764705882353
0,3,1,0,1,58,6,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,281.8158236057069,272.0928725701944
0,3,3,0,1,31,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,101.24361493123772,103.51764705882353
0,2,2,0,1,43,3,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,281.8158236057069,272.0928725701944
1,2,2,1,2,55,3,3,1,3,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,281.8158236057069,272.0928725701944
1,2,3,0,2,75,3,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,281.8158236057069,272.0928725701944
0,2,3,0,1,49,4,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,281.8158236057069,272.0928725701944
