P37_8,P56_1,P58,P62,P63,FACTOR_REGION,FACTOR_TOTAL,P60,P61A_1,P61A_2,P61A_3,P61A_4,P61A_5,P61A_6,P61A_7,P61A_8,P61A_9,P61B_1,P61B_2,P61B_3,P61B_4,P61B_5,P61B_6,P61B_7,P61B_8
1,3,0,1,56,281.8158236057069,272.0928725701944,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,0,1,42,212.48695652173913,209.6189111747851,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
0,3,0,1,48,281.8158236057069,272.0928725701944,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,1,1,59,212.48695652173913,209.6189111747851,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
1,5,0,2,64,281.8158236057069,272.0928725701944,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,38,101.24361493123772,103.51764705882353,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
0,4,0,1,60,212.48695652173913,209.6189111747851,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,3,0,1,44,281.8158236057069,272.0928725701944,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
1,3,0,1,33,281.8158236057069,272.0928725701944,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,2,1,1,46,281.8158236057069,272.0928725701944,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
0,3,0,1,25,212.48695652173913,209.6189111747851,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,3,0,1,60,212.48695652173913,209.6189111747851,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0
0,3,0,3,50,281.8158236057069,272.0928725701944,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,2,0,1,29,212.48695652173913,209.6189111747851,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3,0,1,55,101.24361493123772,103.51764705882353,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,1,0,2,45,212.48695652173913,209.6189111747851,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
1,5,0,1,25,281.8158236057069,272.0928725701944,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,0,1,40,281.8158236057069,272.0928725701944,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,5,1,1,36,281.8158236057069,272.0928725701944,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3,0,1,43,281.8158236057069,272.0928725701944,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1
0,5,1,1,31,101.24361493123772,103.51764705882353,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,5,0,1,61,281.8158236057069,272.0928725701944,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0
1,3,0,2,24,281.8158236057069,272.0928725701944,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1
0,3,0,1,51,101.24361493123772,103.51764705882353,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
0,3,0,1,37,281.8158236057069,272.0928725701944,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,4,0,1,45,281.8158236057069,272.0928725701944,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
1,1,0,1,43,281.8158236057069,272.0928725701944,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1
0,4,1,2,30,281.8158236057069,272.0928725701944,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
0,4,0,1,32,101.24361493123772,103.51764705882353,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,4,0,1,43,212.48695652173913,209.6189111747851,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3,0,1,56,281.8158236057069,272.0928725701944,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,4,0,1,66,281.8158236057069,272.0928725701944,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,1,1,63,281.8158236057069,272.0928725701944,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0,3,1,1,38,281.8158236057069,272.0928725701944,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
0,4,0,2,35,281.8158236057069,272.0928725701944,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,2,1,1,35,281.8158236057069,272.0928725701944,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,3,0,1,36,101.24361493123772,103.51764705882353,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,3,0,2,50,212.48695652173913,209.6189111747851,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,1,38,281.8158236057069,272.0928725701944,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,2,0,2,36,212.48695652173913,209.6189111747851,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
0,3,0,1,44,281.8158236057069,272.0928725701944,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,92,0,1,54,281.8158236057069,272.0928725701944,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3,0,1,64,101.24361493123772,103.51764705882353,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
1,1,0,2,60,281.8158236057069,272.0928725701944,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0
0,3,0,2,37,281.8158236057069,272.0928725701944,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1
0,4,0,1,55,281.8158236057069,272.0928725701944,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
0,3,0,2,23,212.48695652173913,209.6189111747851,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,4,0,1,31,212.48695652173913,209.6189111747851,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,2,62,101.24361493123772,103.51764705882353,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,1,1,2,54,212.48695652173913,209.6189111747851,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0
0,3,0,1,40,122.08108108108108,106.48979591836735,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,4,0,1,35,101.24361493123772,103.51764705882353,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0
1,3,0,1,25,281.8158236057069,272.0928725701944,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,5,0,1,44,281.8158236057069,272.0928725701944,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0
0,5,0,1,40,281.8158236057069,272.0928725701944,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
0,4,0,1,64,212.48695652173913,209.6189111747851,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1,3,0,2,35,281.8158236057069,272.0928725701944,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,2,1,2,33,101.24361493123772,103.51764705882353,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0
1,4,0,2,56,281.8158236057069,272.0928725701944,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1,4,0,2,38,212.48695652173913,209.6189111747851,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1,3,0,2,34,281.8158236057069,272.0928725701944,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1,3,1,1,43,101.24361493123772,103.51764705882353,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
0,3,1,2,46,281.8158236057069,272.0928725701944,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1,1,0,2,23,281.8158236057069,272.0928725701944,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,3,1,1,41,281.8158236057069,272.0928725701944,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0,4,0,2,30,212.48695652173913,209.6189111747851,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0
0,1,0,2,30,101.24361493123772,103.51764705882353,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,2,1,1,29,281.8158236057069,272.0928725701944,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2,0,2,35,212.48695652173913,209.6189111747851,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,66,281.8158236057069,272.0928725701944,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,5,0,2,60,212.48695652173913,209.6189111747851,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
0,3,0,2,42,281.8158236057069,272.0928725701944,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,3,1,1,48,122.08108108108108,106.48979591836735,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,0,1,39,212.48695652173913,209.6189111747851,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,3,0,1,44,281.8158236057069,272.0928725701944,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
0,3,0,1,54,281.8158236057069,272.0928725701944,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,1,1,2,63,212.48695652173913,209.6189111747851,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,5,0,2,47,101.24361493123772,103.51764705882353,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
0,3,0,1,41,101.24361493123772,103.51764705882353,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,2,0,2,35,281.8158236057069,272.0928725701944,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
0,4,0,1,75,281.8158236057069,272.0928725701944,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,3,1,2,45,281.8158236057069,272.0928725701944,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,2,0,1,44,281.8158236057069,272.0928725701944,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,3,0,1,38,281.8158236057069,272.0928725701944,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,4,0,2,46,281.8158236057069,272.0928725701944,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,0,1,58,212.48695652173913,209.6189111747851,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
0,1,0,2,58,281.8158236057069,272.0928725701944,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,3,0,1,33,281.8158236057069,272.0928725701944,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3,0,1,65,281.8158236057069,272.0928725701944,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
1,3,1,1,45,281.8158236057069,272.0928725701944,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,2,1,1,55,212.48695652173913,209.6189111747851,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,2,0,1,41,281.8158236057069,272.0928725701944,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,3,0,2,38,212.48695652173913,209.6189111747851,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,5,0,2,37,281.8158236057069,272.0928725701944,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,2,0,2,37,212.48695652173913,209.6189111747851,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,1,0,1,62,281.8158236057069,272.0928725701944,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,3,0,1,37,281.8158236057069,272.0928725701944,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2,0,1,46,281.8158236057069,272.0928725701944,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,3,1,1,50,194.4655172413793,170.04225352112675,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,3,0,1,53,212.48695652173913,209.6189111747851,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,2,36,101.24361493123772,103.51764705882353,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2,0,1,44,212.48695652173913,209.6189111747851,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
0,3,0,1,37,212.48695652173913,209.6189111747851,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
0,3,0,2,33,281.8158236057069,272.0928725701944,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
1,1,0,1,61,281.8158236057069,272.0928725701944,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,4,0,2,77,101.24361493123772,103.51764705882353,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3,0,1,57,101.24361493123772,103.51764705882353,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
0,4,0,1,60,281.8158236057069,272.0928725701944,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2,0,1,53,101.24361493123772,103.51764705882353,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,1,33,281.8158236057069,272.0928725701944,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,5,0,2,49,281.8158236057069,272.0928725701944,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,4,0,2,29,281.8158236057069,272.0928725701944,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,5,0,2,30,212.48695652173913,209.6189111747851,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
0,3,0,1,20,281.8158236057069,272.0928725701944,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,3,0,2,53,212.48695652173913,209.6189111747851,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,5,0,2,43,212.48695652173913,209.6189111747851,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,4,0,2,40,281.8158236057069,272.0928725701944,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0
0,4,0,1,39,281.8158236057069,272.0928725701944,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,3,1,2,38,281.8158236057069,272.0928725701944,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,3,0,1,52,101.24361493123772,103.51764705882353,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1,3,0,1,43,281.8158236057069,272.0928725701944,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,3,0,1,35,281.8158236057069,272.0928725701944,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0,3,0,1,28,101.24361493123772,103.51764705882353,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,4,0,1,57,281.8158236057069,272.0928725701944,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,3,0,1,49,101.24361493123772,103.51764705882353,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3,1,1,49,281.8158236057069,272.0928725701944,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,2,0,1,39,212.48695652173913,209.6189111747851,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,2,0,1,29,194.4655172413793,170.04225352112675,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,1,0,1,41,281.8158236057069,272.0928725701944,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,1,1,57,101.24361493123772,103.51764705882353,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0
0,3,0,1,47,281.8158236057069,272.0928725701944,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5,1,2,29,281.8158236057069,272.0928725701944,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
0,3,0,1,40,212.48695652173913,209.6189111747851,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
1,4,0,2,60,281.8158236057069,272.0928725701944,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3,1,2,46,281.8158236057069,272.0928725701944,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,4,0,1,41,212.48695652173913,209.6189111747851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
1,4,1,2,50,281.8158236057069,272.0928725701944,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
0,3,0,2,28,281.8158236057069,272.0928725701944,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,2,0,1,36,212.48695652173913,209.6189111747851,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,1,1,2,45,281.8158236057069,272.0928725701944,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
1,3,1,2,25,212.48695652173913,209.6189111747851,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,92,1,2,39,212.48695652173913,209.6189111747851,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1,4,1,2,57,212.48695652173913,209.6189111747851,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0
0,1,1,1,66,81.11764705882354,77.29824561403508,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0,3,0,1,25,88.25,80.52941176470588,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,2,1,1,36,212.48695652173913,209.6189111747851,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1
0,4,0,2,64,101.24361493123772,103.51764705882353,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1,4,1,2,30,281.8158236057069,272.0928725701944,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,3,0,1,44,212.48695652173913,209.6189111747851,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4,0,1,47,281.8158236057069,272.0928725701944,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1
0,4,0,1,43,281.8158236057069,272.0928725701944,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,0,2,29,212.48695652173913,209.6189111747851,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
0,3,0,2,51,212.48695652173913,209.6189111747851,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,2,52,212.48695652173913,209.6189111747851,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,5,0,2,25,212.48695652173913,209.6189111747851,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0
0,4,0,2,71,212.48695652173913,209.6189111747851,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,3,0,1,32,101.24361493123772,103.51764705882353,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0,1,0,1,38,194.4655172413793,170.04225352112675,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
0,4,0,2,30,212.48695652173913,209.6189111747851,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,2,1,1,68,281.8158236057069,272.0928725701944,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3,0,2,29,212.48695652173913,209.6189111747851,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,0,2,29,281.8158236057069,272.0928725701944,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,2,37,212.48695652173913,209.6189111747851,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,3,0,2,55,212.48695652173913,209.6189111747851,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1,4,0,1,47,101.24361493123772,103.51764705882353,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
0,3,0,1,37,281.8158236057069,272.0928725701944,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
1,2,0,1,35,101.24361493123772,103.51764705882353,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,3,0,2,26,212.48695652173913,209.6189111747851,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,3,0,1,48,281.8158236057069,272.0928725701944,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,5,0,2,47,281.8158236057069,272.0928725701944,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,0,1,52,212.48695652173913,209.6189111747851,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,3,0,2,38,281.8158236057069,272.0928725701944,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3,0,2,45,93.91666666666667,90.64285714285714,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
0,3,1,1,52,281.8158236057069,272.0928725701944,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,4,0,1,35,281.8158236057069,272.0928725701944,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,2,38,212.48695652173913,209.6189111747851,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,3,0,2,21,281.8158236057069,272.0928725701944,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,1,0,2,31,281.8158236057069,272.0928725701944,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,4,0,2,47,281.8158236057069,272.0928725701944,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0,4,1,1,45,281.8158236057069,272.0928725701944,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
0,5,1,1,36,101.24361493123772,103.51764705882353,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,4,0,2,26,101.24361493123772,103.51764705882353,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,1,1,25,281.8158236057069,272.0928725701944,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,1,0,1,57,281.8158236057069,272.0928725701944,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,3,0,2,33,212.48695652173913,209.6189111747851,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0
0,3,0,1,49,101.24361493123772,103.51764705882353,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,1,58,281.8158236057069,272.0928725701944,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1
0,3,0,1,31,101.24361493123772,103.51764705882353,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
0,2,0,1,43,281.8158236057069,272.0928725701944,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,1,2,55,281.8158236057069,272.0928725701944,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0
1,3,0,2,75,281.8158236057069,272.0928725701944,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
0,3,0,1,49,281.8158236057069,272.0928725701944,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,92,0,1,50,281.8158236057069,272.0928725701944,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,3,0,2,34,281.8158236057069,272.0928725701944,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1
1,3,1,2,45,281.8158236057069,272.0928725701944,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,0,2,35,101.24361493123772,103.51764705882353,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,4,0,1,47,281.8158236057069,272.0928725701944,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1
0,3,0,2,43,212.48695652173913,209.6189111747851,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,3,0,2,27,281.8158236057069,272.0928725701944,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0
1,1,0,1,52,281.8158236057069,272.0928725701944,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,1,32,212.48695652173913,209.6189111747851,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,3,0,2,51,281.8158236057069,272.0928725701944,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,0,2,59,101.24361493123772,103.51764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,1,51,101.24361493123772,103.51764705882353,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,3,0,2,38,212.48695652173913,209.6189111747851,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0,1,0,1,30,281.8158236057069,272.0928725701944,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,2,70,281.8158236057069,272.0928725701944,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,2,54,281.8158236057069,272.0928725701944,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,3,0,2,32,281.8158236057069,272.0928725701944,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1
0,2,0,2,48,212.48695652173913,209.6189111747851,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0
1,3,0,2,64,281.8158236057069,272.0928725701944,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,2,0,1,59,212.48695652173913,209.6189111747851,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,3,0,2,24,281.8158236057069,272.0928725701944,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,4,0,2,29,194.4655172413793,170.04225352112675,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
0,4,0,1,39,281.8158236057069,272.0928725701944,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,3,0,2,65,281.8158236057069,272.0928725701944,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3,0,1,51,281.8158236057069,272.0928725701944,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,1,33,101.24361493123772,103.51764705882353,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,3,0,2,42,281.8158236057069,272.0928725701944,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,4,0,1,45,281.8158236057069,272.0928725701944,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,4,0,1,51,281.8158236057069,272.0928725701944,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,3,0,1,51,212.48695652173913,209.6189111747851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,3,0,1,78,101.24361493123772,103.51764705882353,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
